Gene Symbol,Gene ID,Ensembl Gene ID
FMNL2,114793,ENSG00000157827
NEK1,4750,ENSG00000137601
PUS7,54517,ENSG00000091127
FAM111A,63901,ENSG00000166801
TRAPPC9,83696,ENSG00000167632
BTBD9,114781,ENSG00000183826
TRNT1,51095,ENSG00000072756
SMG1,23049,ENSG00000157106
ASB2,51676,ENSG00000100628//ENSG00000278693
ALS2,57679,ENSG00000003393
DERL3,91319,ENSG00000099958//ENSG00000274437
ALKBH3,221120,ENSG00000166199
KIF20B,9585,ENSG00000138182
GSDMA,284110,ENSG00000167914
PPP1R10,5514,ENSG00000206489//ENSG00000238104//ENSG00000204569//ENSG00000231737//ENSG00000235291//ENSG00000227804//ENSG00000230995
SLC38A2,54407,ENSG00000134294
FYTTD1,84248,ENSG00000122068
SLC2A13,114134,ENSG00000151229
ATAD5,79915,ENSG00000176208
TEFM,79736,ENSG00000172171
RAB3IP,117177,ENSG00000127328
MTMR9,66036,ENSG00000104643//ENSG00000285032
PRAM1,84106,ENSG00000133246
PRAM1,84106,ENSG00000133246
VPS35,55737,ENSG00000069329
SCGB3A1,92304,ENSG00000161055
PURB,5814,ENSG00000146676
PHF12,57649,ENSG00000109118
XPO6,23214,ENSG00000169180
RBP7,116362,ENSG00000162444
SPAG5,10615,ENSG00000076382
PANX1,24145,ENSG00000110218
FCRL5,83416,ENSG00000143297
NACC1,112939,ENSG00000160877
SNX18,112574,ENSG00000178996
PASK,23178,ENSG00000115687
F2RL3,9002,ENSG00000127533
TNFRSF13C,115650,ENSG00000159958
UIMC1,51720,ENSG00000087206
VPS13A,23230,ENSG00000197969
MED15,51586,ENSG00000099917
GFM1,85476,ENSG00000168827
GFM1,85476,ENSG00000168827
MCCC1,56922,ENSG00000078070
IL4I1,259307,ENSG00000104951
PEO1,,-
TGS1,96764,ENSG00000137574
NUDCD1,84955,ENSG00000120526
ERBB2IP,55914,ENSG00000112851
TUBGCP6,85378,ENSG00000128159
USP28,57646,ENSG00000048028
FNBP1,23048,ENSG00000187239
LMF1,64788,ENSG00000103227
WDR24,84219,ENSG00000127580
C16orf13,,-
RPS6KC1,26750,ENSG00000136643
TP53RK,112858,ENSG00000172315
PIGS,94005,ENSG00000087111
WRNIP1,56897,ENSG00000124535
RANBP9,10048,ENSG00000010017
CSRNP1,64651,ENSG00000144655
CLCC1,23155,ENSG00000121940
UBL7,84993,ENSG00000288408//ENSG00000138629
CCNL2,81669,ENSG00000221978
MYADM,91663,ENSG00000179820
PLEKHF1,79156,ENSG00000166289
SRPK1,6732,ENSG00000096063
SMC6,79677,ENSG00000163029
DCLRE1C,64421,ENSG00000152457
KCTD15,79047,ENSG00000153885
STRBP,55342,ENSG00000165209
TMEM209,84928,ENSG00000146842
GPX7,2882,ENSG00000116157
CDK5RAP2,55755,ENSG00000136861
CYP2S1,29785,ENSG00000167600
IWS1,55677,ENSG00000163166
SIN3A,25942,ENSG00000169375
OSBPL9,114883,ENSG00000117859
CRBN,51185,ENSG00000113851
VWA9,,-
ADO,84890,ENSG00000181915
CDK5RAP1,51654,ENSG00000101391
RSF1,51773,ENSG00000048649
PPP1R16B,26051,ENSG00000101445
RUFY1,80230,ENSG00000176783//ENSG00000284260
SPEN,23013,ENSG00000065526
PNKP,11284,ENSG00000039650
NMNAT3,349565,ENSG00000163864
MMS19,64210,ENSG00000155229
FAM129B,64855,ENSG00000136830
YME1L1,10730,ENSG00000136758
RMDN3,55177,ENSG00000137824
CSF3R,1441,ENSG00000119535
TCF12,6938,ENSG00000140262
TBCB,1155,ENSG00000105254
NELL2,4753,ENSG00000184613
PSMB7,5695,ENSG00000136930
SEC62,7095,ENSG00000008952
PCYT2,5833,ENSG00000185813
PHOX2B,8929,ENSG00000109132
CDC5L,988,ENSG00000096401
PSMD1,5707,ENSG00000173692
NOTCH4,4855,ENSG00000232339//ENSG00000204301//ENSG00000235396//ENSG00000238196//ENSG00000234876//ENSG00000223355//ENSG00000206312
CD180,4064,ENSG00000134061
SDF2,6388,ENSG00000132581
PFDN5,5204,ENSG00000123349
PAFAH2,5051,ENSG00000158006
AGAP2,116986,ENSG00000135439
RNF2,6045,ENSG00000121481
PARK7,11315,ENSG00000116288
EYA3,2140,ENSG00000158161
NEU1,4758,ENSG00000228691//ENSG00000234343//ENSG00000204386//ENSG00000234846//ENSG00000227315//ENSG00000184494//ENSG00000227129//ENSG00000223957
SORT1,6272,ENSG00000134243
VAT1,10493,ENSG00000108828
LGMN,5641,ENSG00000100600
PLIN2,123,ENSG00000147872
DNAJC2,27000,ENSG00000105821
MPHOSPH8,54737,ENSG00000196199
NUP88,4927,ENSG00000108559
PIK3R4,30849,ENSG00000196455
P2RX4,5025,ENSG00000135124
P2RX7,5027,ENSG00000089041
SERPINI1,5274,ENSG00000163536
POP1,10940,ENSG00000104356
TSC22D3,1831,ENSG00000157514
TSC22D3,1831,ENSG00000157514
MNT,4335,ENSG00000070444
S100A13,6284,ENSG00000189171
SCAF11,9169,ENSG00000139218
TIMM17A,10440,ENSG00000134375
ELF4,2000,ENSG00000102034
SEPHS2,22928,ENSG00000179918
KLF6,1316,ENSG00000067082
TTC1,7265,ENSG00000113312
DNAJC7,7266,ENSG00000168259
CDCA3,83461,ENSG00000111665
C12orf57,113246,ENSG00000111678
COPS8,10920,ENSG00000198612
RAD9A,5883,ENSG00000172613
PKMYT1,9088,ENSG00000127564
SDHC,6391,ENSG00000143252
CHP1,11261,ENSG00000187446
KIF2C,11004,ENSG00000142945
IL12RB2,3595,ENSG00000081985
CGREF1,10669,ENSG00000138028
MAP3K5,4217,ENSG00000197442
GFI1,2672,ENSG00000162676
FEZ1,9638,ENSG00000149557
LYST,1130,ENSG00000143669
ATXN2,6311,ENSG00000204842
DOK1,1796,ENSG00000115325
MTR,4548,ENSG00000116984
KCNJ15,3772,ENSG00000157551
HSD17B10,3028,ENSG00000072506
COL12A1,1303,ENSG00000111799
SMAD5,4090,ENSG00000113658
2016-09-05 00:00:00,,-
SIGMAR1,10280,ENSG00000147955
BARD1,580,ENSG00000138376
HNRNPAB,3182,ENSG00000197451
NAP1L4,4676,ENSG00000273562//ENSG00000205531
MGST2,4258,ENSG00000085871
CDC6,990,ENSG00000094804
NAPG,8774,ENSG00000134265
TXN2,25828,ENSG00000100348
ATP5S,,-
APBA2,321,ENSG00000034053//ENSG00000276495
GPA33,10223,ENSG00000143167
MIPEP,4285,ENSG00000027001
ACO2,50,ENSG00000100412
TM9SF2,9375,ENSG00000125304
SLC29A1,2030,ENSG00000112759
TSG101,7251,ENSG00000074319
CIB1,10519,ENSG00000185043
CPNE1,8904,ENSG00000214078
CCT7,10574,ENSG00000135624
MYD88,4615,ENSG00000172936
EBNA1BP2,10969,ENSG00000117395
ARID3A,1820,ENSG00000116017
HAUS7,55559,ENSG00000213397
PRMT1,3276,ENSG00000126457
HIST1H2BM,8342,ENSG00000273703
ATF6B,1388,ENSG00000228628//ENSG00000213676//ENSG00000168468//ENSG00000234539
RNF5,6048,ENSG00000204308//ENSG00000223767//ENSG00000228405//ENSG00000183574//ENSG00000228907//ENSG00000225452//ENSG00000227277
AGPAT1,10554,ENSG00000227642//ENSG00000226467//ENSG00000204310//ENSG00000228892//ENSG00000236873//ENSG00000235758//ENSG00000206324
PTPN18,26469,ENSG00000072135
PKP2,5318,ENSG00000057294
SH3GL1,6455,ENSG00000141985
RARRES2,5919,ENSG00000106538
TEP1,7011,ENSG00000129566
VRK1,7443,ENSG00000100749
AKAP9,10142,ENSG00000127914
P2RY13,53829,ENSG00000181631
NIPSNAP1,8508,ENSG00000184117
DHRS9,10170,ENSG00000073737
NCAPG,64151,ENSG00000109805
ARPC5L,81873,ENSG00000136950
C7orf25,79020,ENSG00000136197
HOPX,84525,ENSG00000171476
PAIP2,51247,ENSG00000120727
MAPKAP1,79109,ENSG00000119487
RBM4B,83759,ENSG00000173914
NABP2,79035,ENSG00000139579
ZFYVE21,79038,ENSG00000100711
DDX50,79009,ENSG00000107625
ELAC2,60528,ENSG00000006744
C19orf43,,-
GRWD1,83743,ENSG00000105447
MACROD1,28992,ENSG00000133315
TCF25,22980,ENSG00000141002
CMSS1,84319,ENSG00000184220
FAM110A,83541,ENSG00000125898
WDR77,79084,ENSG00000116455
C17orf62,79415,ENSG00000178927
DPH2,1802,ENSG00000132768
MRPL57,78988,ENSG00000173141
TUBA1C,84790,ENSG00000167553
VIMP,,-
APOL2,23780,ENSG00000128335
SENP7,57337,ENSG00000138468
MYBBP1A,10514,ENSG00000132382
MGME1,92667,ENSG00000125871
GORASP1,64689,ENSG00000114745
FYCO1,79443,ENSG00000163820
CLSTN3,9746,ENSG00000288427//ENSG00000139182
ACBD6,84320,ENSG00000230124
CORO1B,57175,ENSG00000172725
CCDC77,84318,ENSG00000120647
NAA38,84316,ENSG00000183011
TXNDC17,84817,ENSG00000129235
PIGQ,9091,ENSG00000007541
BUD13,84811,ENSG00000137656
CPPED1,55313,ENSG00000103381
VPS25,84313,ENSG00000131475
C7orf50,84310,ENSG00000146540
NUDT16L1,84309,ENSG00000168101
SDF4,51150,ENSG00000078808
SRSF8,10929,ENSG00000263465
PDCD2L,84306,ENSG00000126249
PAAF1,80227,ENSG00000175575
WIBG,84305,ENSG00000170473
WIBG,84305,ENSG00000170473
PYGO2,90780,ENSG00000163348
CHCHD6,84303,ENSG00000159685
AIFM2,84883,ENSG00000042286
ADPGK,83440,ENSG00000159322
GPATCH1,55094,ENSG00000076650
ARHGAP9,64333,ENSG00000123329
RIOK1,83732,ENSG00000124784
UQCC2,84300,ENSG00000137288
MIEN1,84299,ENSG00000141741
LLPH,84298,ENSG00000139233
GINS4,84296,ENSG00000147536
UTP23,84294,ENSG00000147679
SIKE1,80143,ENSG00000052723
PELO,53918,ENSG00000152684
GINS3,64785,ENSG00000181938
FAM213A,,-
WDR83,84292,ENSG00000123154
TRIM56,81844,ENSG00000169871
ANAPC13,25847,ENSG00000129055
ERP44,23071,ENSG00000023318
LXN,56925,ENSG00000079257
NIPSNAP3B,55335,ENSG00000165028
TMEM175,84286,ENSG00000127419
ATG101,60673,ENSG00000123395
NOL10,79954,ENSG00000115761
NTPCR,84284,ENSG00000135778
HERPUD2,64224,ENSG00000122557
AGMAT,79814,ENSG00000116771
C2orf88,84281,ENSG00000187699
C19orf52,,-
TACO1,51204,ENSG00000136463
HDHD3,81932,ENSG00000119431
TINF2,26277,ENSG00000092330//ENSG00000284915
TUBGCP2,10844,ENSG00000130640
C17orf80,55028,ENSG00000141219
ESYT1,23344,ENSG00000139641
ESYT1,23344,ENSG00000139641
UBAC1,10422,ENSG00000130560
PCGF1,84759,ENSG00000115289
YIPF4,84272,ENSG00000119820
RTKN,6242,ENSG00000114993
C16orf70,80262,ENSG00000125149
TSEN34,79042,ENSG00000278712//ENSG00000275165//ENSG00000278605//ENSG00000274672//ENSG00000273896//ENSG00000274796//ENSG00000274129//ENSG00000278622//ENSG00000170892//ENSG00000274078
CRACR2A,84766,ENSG00000130038
CHCHD5,84269,ENSG00000125611
CNPY3,10695,ENSG00000137161
MTG1,92170,ENSG00000148824
ALG1,56052,ENSG00000033011
HAUS8,93323,ENSG00000131351
ALKBH7,84266,ENSG00000125652
INPP5K,51763,ENSG00000132376
POLR3GL,84265,ENSG00000121851
NDFIP1,80762,ENSG00000131507
PSMG3,84262,ENSG00000157778
COPS4,51138,ENSG00000138663
SYT11,23208,ENSG00000132718
TCHP,84260,ENSG00000139437
WAC,51322,ENSG00000095787
DIDO1,11083,ENSG00000101191
DCTN5,84516,ENSG00000166847
MCMBP,79892,ENSG00000197771
MCMBP,79892,ENSG00000197771
AARSD1,80755,ENSG00000266967
DCUN1D5,84259,ENSG00000137692
PAGR1,79447,ENSG00000280789
FAM103A1,,-
IER2,9592,ENSG00000160888
H2AFJ,55766,ENSG00000246705
URM1,81605,ENSG00000167118
ZBED2,79413,ENSG00000177494
ANP32E,81611,ENSG00000143401
ANP32E,81611,ENSG00000143401
MED10,84246,ENSG00000133398
LRRC1,55227,ENSG00000137269
PI4K2A,55361,ENSG00000155252
TMEM43,79188,ENSG00000170876
DPH7,92715,ENSG00000148399
CABLES2,81928,ENSG00000149679
NDC1,55706,ENSG00000058804
TTPAL,79183,ENSG00000124120
FUCA2,2519,ENSG00000001036
HGH1,51236,ENSG00000235173
DHRS4,10901,ENSG00000284807//ENSG00000157326
THTPA,79178,ENSG00000259431
LMF2,91289,ENSG00000100258
NDUFAF3,25915,ENSG00000178057
CENPO,79172,ENSG00000138092
MMTAG2,79169,ENSG00000143793
DOHH,83475,ENSG00000129932
C11orf84,,-
ADAT1,23536,ENSG00000065457
TMEM70,54968,ENSG00000175606
MED18,54797,ENSG00000284944//ENSG00000130772
ISCA1,81689,ENSG00000135070
TUBB6,84617,ENSG00000176014
C9orf142,,-
POLR3C,10623,ENSG00000186141
HNRNPUL1,11100,ENSG00000105323
MSTO1,55154,ENSG00000125459
PHF23,79142,ENSG00000040633
PDCD10,11235,ENSG00000114209
RPP25,54913,ENSG00000178718
G6PC3,92579,ENSG00000141349
MENT,54964,ENSG00000143443
CCDC28B,79140,ENSG00000160050
EFHD1,80303,ENSG00000115468
HTATIP2,10553,ENSG00000109854
DDX23,9416,ENSG00000174243
WRAP53,55135,ENSG00000141499
BDH2,56898,ENSG00000164039
FAM195A,,-
C20orf24,,-
C9orf16,79095,ENSG00000171159
TRAF4,9618,ENSG00000076604
ALG12,79087,ENSG00000182858
C1orf50,79078,ENSG00000164008
MRI1,84245,ENSG00000037757
ABHD6,57406,ENSG00000163686
C15orf57,,-
WDR18,57418,ENSG00000065268
VAMP8,8673,ENSG00000118640
THUMPD3,25917,ENSG00000134077
ADI1,55256,ENSG00000182551//ENSG00000280830
CEP250,11190,ENSG00000126001
MECR,51102,ENSG00000116353
EMC6,83460,ENSG00000127774
NTMT1,28989,ENSG00000148335
EDEM2,55741,ENSG00000088298
KATNB1,10300,ENSG00000140854
TUBB2B,347733,ENSG00000137285
DSCC1,79075,ENSG00000136982
MLST8,64223,ENSG00000167965
C2orf49,79074,ENSG00000135974
TMEM109,79073,ENSG00000110108
PBDC1,51260,ENSG00000102390
PTDSS2,81490,ENSG00000282367//ENSG00000174915
PHF20,51230,ENSG00000025293
NOC4L,79050,ENSG00000184967//ENSG00000288146
UTP14A,10813,ENSG00000156697
DUSP23,54935,ENSG00000158716
ALG8,79053,ENSG00000159063
TMED9,54732,ENSG00000184840
DPCD,25911,ENSG00000166171
GGACT,87769,ENSG00000134864
GNL3,26354,ENSG00000163938
SPATA5L1,79029,ENSG00000171763
RIOK2,55781,ENSG00000058729
TRMT61B,55006,ENSG00000171103
TIMM21,29090,ENSG00000075336
TIPIN,54962,ENSG00000075131
SARG,79098,ENSG00000182795
MXD3,83463,ENSG00000213347
KIFC1,3833,ENSG00000237649//ENSG00000233450//ENSG00000204197//ENSG00000056678
NUP85,79902,ENSG00000125450
TPPP3,51673,ENSG00000159713
ELOVL1,64834,ENSG00000066322
DDA1,79016,ENSG00000130311
KATNAL1,84056,ENSG00000102781
HIRIP3,8479,ENSG00000149929
HIGD2A,192286,ENSG00000146066
IFT27,11020,ENSG00000100360
CCDC94,,-
NUDT9,53343,ENSG00000170502
TARS2,80222,ENSG00000143374
ACAT2,39,ENSG00000120437
REPIN1,29803,ENSG00000214022
RBM4,5936,ENSG00000173933
SSBP4,170463,ENSG00000130511
FUNDC2,65991,ENSG00000165775
RPAP1,26015,ENSG00000103932
SF3B5,83443,ENSG00000169976
PRR14,78994,ENSG00000156858
COLEC11,78989,ENSG00000118004
CHID1,66005,ENSG00000177830
CDCA7,83879,ENSG00000144354
PAPOLG,64895,ENSG00000115421
MND1,84057,ENSG00000121211
CDK19,23097,ENSG00000155111
APOL6,80830,ENSG00000221963
GTPBP2,54676,ENSG00000172432
LSM14B,149986,ENSG00000149657
TAPBPL,55080,ENSG00000139192
BRIP1,83990,ENSG00000136492
JAM3,83700,ENSG00000166086
HINT2,84681,ENSG00000137133
CARD6,84674,ENSG00000132357
SGPP1,81537,ENSG00000285281//ENSG00000126821
PLVAP,83483,ENSG00000130300
SUCNR1,56670,ENSG00000198829
OSBPL11,114885,ENSG00000144909
OSBPL10,114884,ENSG00000144645
SPATA16,83893,ENSG00000144962
NPL,80896,ENSG00000135838
RAB11FIP5,26056,ENSG00000135631
BBC3,27113,ENSG00000105327
TBC1D10A,83874,ENSG00000099992
NAA15,80155,ENSG00000164134
KLF16,83855,ENSG00000129911
BCL2L13,23786,ENSG00000099968
HEMGN,55363,ENSG00000136929
CARD11,84433,ENSG00000198286
FSD1L,83856,ENSG00000106701
ASPN,54829,ENSG00000106819
CLEC7A,64581,ENSG00000172243
SLC12A9,56996,ENSG00000146828
SRRT,51593,ENSG00000087087
QTRT1,81890,ENSG00000213339
CFHR5,81494,ENSG00000134389
TMEM59,9528,ENSG00000116209
AP1M1,8907,ENSG00000072958
NUSAP1,51203,ENSG00000137804
C14orf142,84520,ENSG00000275619//ENSG00000170270
OSBPL1A,114876,ENSG00000141447
CECR5,,-
FANCD2,2177,ENSG00000144554
EMILIN2,84034,ENSG00000132205
MAK16,84549,ENSG00000198042
PACSIN1,29993,ENSG00000124507
SCAPER,49855,ENSG00000140386
EMR3,84658,ENSG00000131355
ITPA,3704,ENSG00000125877
HDAC8,55869,ENSG00000147099
CHMP4A,29082,ENSG00000254505//ENSG00000285302
EIF2A,83939,ENSG00000144895
PECR,55825,ENSG00000115425
POLDIP3,84271,ENSG00000100227
POLDIP3,84271,ENSG00000100227
KIAA1671,85379,ENSG00000197077
GNB1L,54584,ENSG00000185838
FUT8,2530,ENSG00000033170
MRPL32,64983,ENSG00000106591
MRPL20,55052,ENSG00000242485
MRPL13,28998,ENSG00000172172
MRPL9,65005,ENSG00000143436
MRPL4,51073,ENSG00000105364
CNFN,84518,ENSG00000105427
MRPL1,65008,ENSG00000169288
PCGF6,84108,ENSG00000156374
NIFK,84365,ENSG00000155438
NFKBIZ,64332,ENSG00000144802
FAM126A,84668,ENSG00000122591
FGFBP2,83888,ENSG00000137441
YTHDF1,54915,ENSG00000149658
HELZ2,85441,ENSG00000130589
RBCK1,10616,ENSG00000125826
SRXN1,140809,ENSG00000271303
MRPS26,64949,ENSG00000125901
NLN,57486,ENSG00000123213
CEP41,95681,ENSG00000106477
BACH2,60468,ENSG00000112182
SETD2,29072,ENSG00000181555
TBC1D2,55357,ENSG00000095383
IFIH1,64135,ENSG00000115267
POTEKP,440915,-
PANK2,80025,ENSG00000125779
DOCK9,23348,ENSG00000088387
FRMD8,83786,ENSG00000126391
PITPNM2,57605,ENSG00000090975
WHSC1L1,,-
SLC29A3,55315,ENSG00000198246
NUF2,83540,ENSG00000143228
MRPL37,51253,ENSG00000116221
PUS3,83480,ENSG00000110060
GTPBP4,23560,ENSG00000107937
ASPSCR1,79058,ENSG00000169696
OSBPL8,114882,ENSG00000091039
OSBPL7,114881,ENSG00000006025
DPH1,1801,ENSG00000108963
LYNX1,66004,ENSG00000180155
WDR11,55717,ENSG00000120008
UPF3B,65109,ENSG00000125351
TBL1XR1,79718,ENSG00000177565
UBL5,59286,ENSG00000198258
PPP1R12C,54776,ENSG00000125503
PPP1R12C,54776,ENSG00000125503
PPP1R12C,54776,ENSG00000125503
ULBP3,79465,ENSG00000131019
EDEM3,80267,ENSG00000116406
FAM129A,,-
FOXP3,50943,ENSG00000049768
UBXN6,80700,ENSG00000167671
TM6SF1,53346,ENSG00000136404
CD244,51744,ENSG00000122223
UCK2,7371,ENSG00000143179
SIGLEC1,6614,ENSG00000088827
API5,8539,ENSG00000166181
API5,8539,ENSG00000166181
NLRP1,22861,ENSG00000091592
DPY30,84661,ENSG00000162961
TRIM5,85363,ENSG00000132256
TRIM4,89122,ENSG00000146833
TRIM2,23321,ENSG00000109654
FAM117A,81558,ENSG00000121104
UNK,85451,ENSG00000132478
FTO,79068,ENSG00000140718
ZDHHC5,25921,ENSG00000156599
TANGO6,79613,ENSG00000103047
TNKS1BP1,85456,ENSG00000149115
SEMA4C,54910,ENSG00000168758
UBE2O,63893,ENSG00000175931
ZYG11B,79699,ENSG00000162378
LNP,,-
CEP44,80817,ENSG00000164118
ZNF407,55628,ENSG00000215421
TTYH3,80727,ENSG00000136295
MTMR12,54545,ENSG00000150712
WDR33,55339,ENSG00000136709
BCL11B,64919,ENSG00000127152
SLC39A8,64116,ENSG00000138821
HLA-DRB1,3123,ENSG00000236884//ENSG00000206240//ENSG00000206306//ENSG00000228080//ENSG00000229074//ENSG00000196126
WDR12,55759,ENSG00000138442
ACTR6,64431,ENSG00000075089
ROGDI,79641,ENSG00000067836
C20orf27,54976,ENSG00000101220
PDGFD,80310,ENSG00000170962
PITHD1,57095,ENSG00000057757
IMUP,64073,ENSG00000167644
DERL2,51009,ENSG00000072849
COMMD5,28991,ENSG00000170619
REXO4,57109,ENSG00000280706//ENSG00000148300
POLR1E,64425,ENSG00000137054
WDR61,80349,ENSG00000140395
SLIRP,81892,ENSG00000119705
SRR,63826,ENSG00000167720
CCDC90B,60492,ENSG00000137500
NIF3L1,60491,ENSG00000196290
EGLN1,54583,ENSG00000135766
MCOLN1,57192,ENSG00000090674
CTDSP1,58190,ENSG00000144579
CTDSP1,58190,ENSG00000144579
FAM192A,,-
EIF5A2,56648,ENSG00000163577
AICDA,57379,ENSG00000111732
COA1,55744,ENSG00000106603
LAT2,7462,ENSG00000086730
MFF,56947,ENSG00000168958
UBA5,79876,ENSG00000081307
LHPP,64077,ENSG00000107902
ADAM19,8728,ENSG00000135074
SLC22A4,6583,ENSG00000197208
MTFR1L,56181,ENSG00000117640
TMEM126A,84233,ENSG00000171202
PAIP1,10605,ENSG00000172239
PAIP1,10605,ENSG00000172239
CLPB,81570,ENSG00000162129
MIS12,79003,ENSG00000167842
RAB33B,83452,ENSG00000172007
LSG1,55341,ENSG00000041802
FAM107B,83641,ENSG00000065809
NAT10,55226,ENSG00000135372
COMMD4,54939,ENSG00000140365
KLC2,64837,ENSG00000174996
BTBD1,53339,ENSG00000064726
XRN2,22803,ENSG00000088930
TOLLIP,54472,ENSG00000078902
BRD8,10902,ENSG00000112983
SHARPIN,81858,ENSG00000179526
ARL6,84100,ENSG00000113966
RACGAP1,29127,ENSG00000161800
PARP12,64761,ENSG00000059378
PUS7L,83448,ENSG00000129317
CSTF2T,23283,ENSG00000177613
WWP1,11059,ENSG00000123124
NT5C3A,51251,ENSG00000122643
NT5C3A,51251,ENSG00000122643
FAM49A,,-
HDHD2,84064,ENSG00000167220
GBP3,2635,ENSG00000117226
QRSL1,55278,ENSG00000130348
DDX47,51202,ENSG00000213782
RAB1B,81876,ENSG00000174903
MRPL18,29074,ENSG00000112110
TSPYL1,7259,ENSG00000189241
TMEM168,64418,ENSG00000146802
LMAN2L,81562,ENSG00000114988
SMG9,56006,ENSG00000105771
C11orf54,28970,ENSG00000182919
ITFG3,,-
OSBPL5,114879,ENSG00000021762
GZF1,64412,ENSG00000125812
DNTTIP1,116092,ENSG00000101457
ING2,3622,ENSG00000168556
BCL11A,53335,ENSG00000119866
BCL11A,53335,ENSG00000119866
ZBP1,81030,ENSG00000124256
METTL9,51108,ENSG00000284548//ENSG00000197006
ANAPC1,64682,ENSG00000153107
XYLT2,64132,ENSG00000015532
IRF2BPL,64207,ENSG00000119669
LPAR5,57121,ENSG00000184574
UNC93B1,81622,ENSG00000110057
CYSTM1,84418,ENSG00000120306
POLR3F,10621,ENSG00000132664
RNASE7,84659,ENSG00000165799
NUCKS1,64710,ENSG00000069275
TMX4,56255,ENSG00000125827
KIF13A,63971,ENSG00000137177
ASCC2,84164,ENSG00000100325
UPF3A,65110,ENSG00000169062
ZFYVE20,,-
ISCU,23479,ENSG00000136003
SLC35B3,51000,ENSG00000124786
OSBPL2,9885,ENSG00000130703
MEGF9,1955,ENSG00000106780
SLC25A51,92014,ENSG00000122696
DNAJC25,548645,ENSG00000059769
ATG5,9474,ENSG00000057663
WDR13,64743,ENSG00000101940
MED28,80306,ENSG00000118579
CDT1,81620,ENSG00000167513
EHD4,30844,ENSG00000103966
S1PR5,53637,ENSG00000180739
P2RY12,64805,ENSG00000169313
C1orf21,81563,ENSG00000116667
CARD9,64170,ENSG00000187796
VPS33B,26276,ENSG00000184056
VPS16,64601,ENSG00000215305
VPS11,55823,ENSG00000280616//ENSG00000160695
SH3BGRL3,83442,ENSG00000142669
ALDH8A1,64577,ENSG00000118514
CXCL16,58191,ENSG00000161921
GAN,8139,ENSG00000261609
SLC25A32,81034,ENSG00000164933
TRIOBP,11078,ENSG00000100106
TRIOBP,11078,ENSG00000100106
HSD3B7,80270,ENSG00000099377
EPC1,80314,ENSG00000120616
SLK,9748,ENSG00000065613
TSPYL2,64061,ENSG00000184205
PPIL3,53938,ENSG00000240344
PDCL3,79031,ENSG00000115539
MTIF3,219402,ENSG00000122033
TAOK3,51347,ENSG00000135090
RASSF4,83937,ENSG00000107551
RAB3GAP2,25782,ENSG00000118873
ADNP,23394,ENSG00000101126
DPH5,51611,ENSG00000117543
DHX36,170506,ENSG00000281763//ENSG00000174953
PPA2,27068,ENSG00000138777
SPNS1,83985,ENSG00000169682
MRPL46,26589,ENSG00000259494
ZNF106,64397,ENSG00000103994
PARL,55486,ENSG00000283765//ENSG00000175193
PNN,5411,ENSG00000100941
TMEM245,23731,ENSG00000106771
FOXP1,27086,ENSG00000114861
FOXP1,27086,ENSG00000114861
GGNBP2,79893,ENSG00000278311//ENSG00000275099
SNX25,83891,ENSG00000109762
KCTD10,83892,ENSG00000110906
CPVL,54504,ENSG00000106066
TRIT1,54802,ENSG00000043514
C11orf68,83638,ENSG00000175573
DPAGT1,1798,ENSG00000172269
GHITM,27069,ENSG00000165678
BOLA2,552900,ENSG00000169627//ENSG00000183336
TXNIP,10628,ENSG00000265972
TMX1,81542,ENSG00000139921
HRH4,59340,ENSG00000134489
ACBD3,64746,ENSG00000182827
CDC42EP4,23580,ENSG00000179604
KDM4C,23081,ENSG00000107077
CENPH,64946,ENSG00000153044
TPK1,27010,ENSG00000196511
PIGM,93183,ENSG00000143315
PTPN23,25930,ENSG00000076201
SEMA6B,10501,ENSG00000167680
UNC45A,55898,ENSG00000140553
UNC45A,55898,ENSG00000140553
MFSD1,64747,ENSG00000118855
PPDPF,79144,ENSG00000125534
DNAJC5,80331,ENSG00000101152
LIME1,54923,ENSG00000203896
DSN1,79980,ENSG00000149636
C1orf198,84886,ENSG00000119280
CHMP4B,128866,ENSG00000101421
RWDD1,51389,ENSG00000111832
CUEDC2,79004,ENSG00000107874
RBKS,64080,ENSG00000171174
FN3K,64122,ENSG00000167363
POFUT1,23509,ENSG00000101346
PIGU,128869,ENSG00000101464
MAP1LC3A,84557,ENSG00000101460
TOR1AIP2,163590,ENSG00000169905
TOR3A,64222,ENSG00000186283
RNPEP,6051,ENSG00000176393
GOLPH3L,55204,ENSG00000143457
GOLPH3,64083,ENSG00000113384
DPEP2,64174,ENSG00000167261
OSGEPL1,64172,ENSG00000128694
SAV1,60485,ENSG00000151748
TUBB1,81027,ENSG00000101162
DEF6,50619,ENSG00000023892
ST6GALNAC4,27090,ENSG00000136840
GLIPR2,152007,ENSG00000122694
ZHX3,23051,ENSG00000174306
SMDT1,91689,ENSG00000274112//ENSG00000272901//ENSG00000272835//ENSG00000183172
MTG2,26164,ENSG00000101181
SENP3,26168,ENSG00000161956
OSBPL3,26031,ENSG00000070882
OSBPL3,26031,ENSG00000070882
SMARCAD1,56916,ENSG00000163104
PLEKHA4,57664,ENSG00000105559
EHD1,10938,ENSG00000110047
RNF41,10193,ENSG00000181852
RGCC,28984,ENSG00000102760
ZNF335,63925,ENSG00000198026
PCIF1,63935,ENSG00000100982
ESF1,51575,ENSG00000089048
ALG2,85365,ENSG00000119523
