genes,bHCnaiveB_S1R1,bHCnaiveB_S1R2,bHCnaiveB_S1R3,bSLEnaiveB_S1R1,bSLEnaiveB_S1R2,bSLEnaiveB_S1R3
ENSG00000273499,0,0,0,0,0,0
ENSG00000273500,0,3,0,1,0,0
ENSG00000273507,16,15,11,15,12,16
ENSG00000273509,0,0,0,0,0,0
ENSG00000273512,0,0,0,0,1,0
ENSG00000273513,0,0,0,0,0,0
ENSG00000273514,0,0,0,0,0,0
ENSG00000273515,0,0,0,0,0,0
ENSG00000273516,0,0,0,0,0,0
ENSG00000273520,0,0,0,0,0,0
ENSG00000273521,5,6,1,4,4,2
ENSG00000273523,3,11,3,20,17,2
ENSG00000273524,0,0,0,1,0,0
ENSG00000273532,0,0,0,0,0,0
ENSG00000273536,0,0,0,0,0,0
ENSG00000273537,0,0,0,0,0,0
ENSG00000273540,0,0,1,12,1,0
ENSG00000273541,0,0,0,0,0,0
ENSG00000273542,0,0,0,4,1,0
ENSG00000273544,0,0,0,0,0,0
ENSG00000273549,0,0,0,0,0,0
ENSG00000273550,0,0,0,2,0,0
ENSG00000273551,0,0,0,0,0,0
ENSG00000273552,0,0,0,0,0,0
ENSG00000273553,0,2,0,0,2,1
ENSG00000273554,0,0,0,0,0,0
ENSG00000273555,1,1,0,0,0,0
ENSG00000273557,0,0,0,0,0,0
ENSG00000273558,0,0,0,0,0,0
ENSG00000273559,114,675,215,290,531,194
ENSG00000273565,7,11,3,6,0,5
ENSG00000273566,1,0,0,0,0,1
ENSG00000273567,0,0,0,0,0,0
ENSG00000273568,4,11,1,9,0,3
ENSG00000273569,0,0,0,0,0,0
ENSG00000273570,0,0,0,0,0,0
ENSG00000273571,0,0,0,0,0,0
ENSG00000273573,0,0,0,0,0,0
ENSG00000273576,61,94,30,89,245,27
ENSG00000273580,0,0,0,0,15,0
ENSG00000273582,0,0,0,0,1,3
ENSG00000273584,0,0,2,1,0,0
ENSG00000273586,0,0,0,0,0,0
ENSG00000273587,0,0,0,0,0,0
ENSG00000273589,0,0,0,0,0,0
ENSG00000273590,0,0,0,0,0,0
ENSG00000273591,0,0,0,0,0,0
ENSG00000273593,0,0,0,0,0,0
ENSG00000273595,0,0,0,0,0,1
ENSG00000273596,0,0,0,0,0,0
ENSG00000273597,0,11,0,3,8,5
ENSG00000273598,0,0,0,0,0,0
ENSG00000273599,3,21,8,5,4,5
ENSG00000273600,0,0,0,0,0,0
ENSG00000273604,1,2,1,5,0,1
ENSG00000273606,0,1,0,0,0,0
ENSG00000273609,0,0,0,0,0,0
ENSG00000273610,0,0,0,0,0,0
ENSG00000273611,198,519,106,208,314,159
ENSG00000273612,0,0,0,2,0,0
ENSG00000273613,0,0,0,0,0,0
ENSG00000273614,0,0,0,0,0,0
ENSG00000273618,1,3,4,0,3,1
ENSG00000273619,3,6,2,0,0,0
ENSG00000273621,0,0,0,0,0,0
ENSG00000273623,0,0,0,0,0,0
ENSG00000273627,0,0,0,0,0,0
ENSG00000273628,4,0,0,1,0,2
ENSG00000273629,0,0,0,0,0,0
ENSG00000273634,0,0,0,0,0,0
ENSG00000273637,0,0,0,0,0,0
ENSG00000273639,0,0,0,0,0,0
ENSG00000273640,0,0,0,0,0,0
ENSG00000273643,0,0,0,0,0,0
ENSG00000273644,0,0,0,0,0,0
ENSG00000273648,0,0,0,0,0,0
ENSG00000273650,0,0,0,0,0,0
ENSG00000273654,0,2,0,0,3,1
ENSG00000273657,0,0,0,0,0,0
ENSG00000273658,0,0,0,0,0,0
ENSG00000273659,0,0,0,0,1,0
ENSG00000273664,0,0,0,0,0,0
ENSG00000273668,0,0,0,0,0,0
ENSG00000273669,0,3,4,4,9,1
ENSG00000273674,28,31,21,9,5,8
ENSG00000273675,15,2,5,7,3,0
ENSG00000273677,0,0,0,0,0,0
ENSG00000273679,0,0,0,0,0,0
ENSG00000273680,0,0,0,0,0,0
ENSG00000273682,8,39,2,13,63,9
ENSG00000273687,0,3,1,0,0,7
ENSG00000273691,8,3,10,9,70,6
ENSG00000273692,0,0,0,0,0,0
ENSG00000273693,0,0,0,0,0,0
ENSG00000273694,0,0,0,0,0,0
ENSG00000273696,0,0,0,0,0,0
ENSG00000273698,0,0,0,0,0,0
ENSG00000273700,0,0,0,0,0,0
ENSG00000273701,0,0,0,0,0,0
ENSG00000273702,37,20,5,16,15,9
ENSG00000273703,2,3,0,6,5,3
ENSG00000273704,0,0,0,0,0,0
ENSG00000273706,1,0,0,6,0,0
ENSG00000273709,0,0,0,0,0,0
ENSG00000273710,0,0,0,0,5,0
ENSG00000273711,0,0,0,0,0,0
ENSG00000273712,0,1,0,0,0,0
ENSG00000273716,0,4,0,0,0,0
ENSG00000273717,0,0,0,0,0,0
ENSG00000273719,0,0,0,0,0,0
ENSG00000273720,0,0,0,0,0,0
ENSG00000273721,0,0,0,0,0,0
ENSG00000273723,18,47,10,24,70,13
ENSG00000273724,0,0,0,2,1,2
ENSG00000273725,0,0,0,0,0,0
ENSG00000273727,3,0,0,2,0,1
ENSG00000273729,68,78,74,87,41,36
ENSG00000273730,0,0,0,0,0,0
ENSG00000273731,0,0,0,0,0,0
ENSG00000273732,0,0,0,0,0,0
ENSG00000273733,0,0,0,0,0,0
ENSG00000273734,0,0,0,0,0,0
ENSG00000273736,0,0,0,0,0,0
ENSG00000273739,0,0,0,0,0,0
ENSG00000273742,0,0,1,1,0,1
ENSG00000273744,10,5,0,1,0,4
ENSG00000273745,0,0,0,0,0,0
ENSG00000273746,0,0,0,0,0,0
ENSG00000273747,0,3,4,5,0,1
ENSG00000273748,18,23,17,43,70,0
ENSG00000273749,10,67,18,32,132,51
ENSG00000273750,0,0,0,0,0,0
ENSG00000273756,0,0,0,0,0,0
ENSG00000273758,0,3,0,1,0,0
ENSG00000273759,8,34,28,42,33,2
ENSG00000273760,0,0,0,0,0,0
ENSG00000273762,0,0,0,0,0,0
ENSG00000273763,3,20,14,18,41,10
ENSG00000273765,0,3,4,0,0,0
ENSG00000273767,0,0,0,0,0,0
ENSG00000273768,0,1,0,0,1,0
ENSG00000273769,1,3,0,0,0,0
ENSG00000273771,0,0,0,0,0,0
ENSG00000273773,0,0,0,0,0,0
ENSG00000273776,0,0,0,0,0,0
ENSG00000273777,0,1,0,0,0,3
ENSG00000273778,0,0,0,0,0,0
ENSG00000273782,0,0,0,0,0,0
ENSG00000273783,14,13,10,4,1,4
ENSG00000273784,2,2,0,0,4,1
ENSG00000273786,0,0,0,1,0,0
ENSG00000273788,0,0,0,0,0,0
ENSG00000273791,2,0,4,3,6,1
ENSG00000273792,0,0,0,6,0,0
ENSG00000273796,0,0,0,0,0,0
ENSG00000273797,27,18,17,3,57,2
ENSG00000273800,0,0,0,0,0,0
ENSG00000273802,9,7,3,67,19,9
ENSG00000273804,0,0,0,0,0,0
ENSG00000273805,0,0,0,0,0,0
ENSG00000273806,0,1,0,0,0,0
ENSG00000273812,4,0,0,0,1,0
ENSG00000273813,0,0,0,0,0,0
ENSG00000273816,3,5,2,5,10,4
ENSG00000273818,0,0,0,0,0,0
ENSG00000273819,0,0,0,0,0,0
ENSG00000273820,23,85,30,50,103,43
ENSG00000273821,0,0,0,0,0,0
ENSG00000273824,31,7,0,3,1,0
ENSG00000273825,0,0,0,0,0,0
ENSG00000273828,78,98,22,33,87,13
ENSG00000273829,0,0,0,0,0,6
ENSG00000273830,0,0,0,0,0,0
ENSG00000273835,0,0,0,0,0,0
ENSG00000273836,2,3,0,1,3,0
ENSG00000273837,0,0,0,0,0,0
ENSG00000273838,0,0,0,1,0,0
ENSG00000273840,0,0,0,0,0,0
ENSG00000273841,690,862,239,548,1047,318
ENSG00000273843,0,0,0,0,0,0
ENSG00000273844,0,0,0,0,0,0
ENSG00000273846,0,0,0,0,0,0
ENSG00000273849,0,0,0,0,0,0
ENSG00000273851,0,0,2,2,0,0
ENSG00000273853,0,0,0,0,0,0
ENSG00000273855,7,0,1,6,0,0
ENSG00000273858,0,0,0,0,0,0
ENSG00000273860,0,0,0,0,1,0
ENSG00000273863,0,0,0,0,0,0
ENSG00000273866,0,0,0,0,0,0
ENSG00000273870,5,2,2,0,0,0
ENSG00000273872,0,0,0,0,0,0
ENSG00000273874,0,0,0,0,0,0
ENSG00000273876,1,0,0,0,0,0
ENSG00000273877,0,0,0,14,0,0
ENSG00000273882,47,8,1,5,21,2
ENSG00000273885,0,0,0,0,0,0
ENSG00000273886,0,2,0,0,0,0
ENSG00000273888,0,0,0,16,1,0
ENSG00000273890,0,0,0,0,0,0
ENSG00000273891,103,222,70,95,150,88
ENSG00000273893,1,8,3,8,2,0
ENSG00000273894,0,1,0,3,4,0
ENSG00000273897,0,0,0,0,0,0
ENSG00000273898,0,0,0,0,0,0
ENSG00000273899,52,105,25,19,2,28
ENSG00000273900,0,0,0,0,0,0
ENSG00000273901,0,0,0,0,0,0
ENSG00000273904,0,0,2,1,0,1
ENSG00000273906,0,0,0,0,0,0
ENSG00000273907,0,0,0,0,0,1
ENSG00000273908,0,0,0,0,0,0
ENSG00000273912,2,0,0,0,0,0
ENSG00000273913,0,0,0,0,0,0
ENSG00000273919,0,1,0,0,0,0
ENSG00000273920,2,3,2,4,10,0
ENSG00000273923,0,0,0,0,0,0
ENSG00000273925,0,3,0,0,0,0
ENSG00000273927,0,0,0,0,0,0
ENSG00000273932,0,1,0,0,0,0
ENSG00000273933,0,0,0,0,0,0
ENSG00000273937,0,0,0,0,0,0
ENSG00000273940,0,0,0,0,0,0
ENSG00000273942,0,0,0,0,0,0
ENSG00000273945,0,0,0,0,0,0
ENSG00000273946,0,2,0,0,0,0
ENSG00000273948,0,0,0,0,0,0
ENSG00000273950,0,6,2,9,6,0
ENSG00000273951,61,161,35,34,128,35
ENSG00000273956,0,0,0,3,0,0
ENSG00000273957,0,0,0,3,0,1
ENSG00000273958,0,0,0,0,0,0
ENSG00000273961,0,0,0,0,0,0
ENSG00000273962,0,0,0,1,0,0
ENSG00000273963,0,0,0,0,0,0
ENSG00000273964,0,0,0,0,0,0
ENSG00000273965,3,8,0,6,0,1
ENSG00000273966,0,0,0,0,0,0
ENSG00000273971,0,0,0,0,0,0
ENSG00000273972,52,11,1,7,72,14
ENSG00000273973,0,5,3,27,0,9
ENSG00000273974,0,0,0,0,0,0
ENSG00000273975,0,0,0,2,0,0
ENSG00000273976,0,0,0,0,0,0
ENSG00000273978,0,0,0,0,0,0
ENSG00000273979,6,0,0,5,0,0
ENSG00000273980,0,0,0,0,0,0
ENSG00000273981,0,0,0,0,0,0
ENSG00000273982,4,0,0,0,0,0
ENSG00000273983,4,0,0,2,0,0
ENSG00000273986,0,0,0,0,0,0
ENSG00000273987,1,6,1,11,2,2
ENSG00000273988,0,0,0,0,0,0
ENSG00000273989,47,41,51,23,9,11
ENSG00000273994,0,0,0,0,0,0
ENSG00000273997,0,0,0,0,0,0
ENSG00000273998,0,0,0,1,0,1
ENSG00000273999,0,0,0,0,0,0
ENSG00000274001,9,7,3,16,19,0
ENSG00000274002,0,0,0,2,0,0
ENSG00000274004,0,0,0,1,0,0
ENSG00000274006,6,0,3,0,0,1
ENSG00000274008,1,4,1,3,171,5
ENSG00000274010,0,0,0,4,0,0
ENSG00000274011,2,0,0,2,2,0
ENSG00000274012,0,0,0,0,0,0
ENSG00000274015,120,15,9,20,8,9
ENSG00000274017,0,1,0,0,0,0
ENSG00000274019,0,0,0,0,0,0
ENSG00000274020,66,73,16,70,86,49
ENSG00000274021,6,3,1,6,3,0
ENSG00000274022,0,0,0,0,0,0
ENSG00000274023,4,0,2,1,0,1
ENSG00000274024,10,2,6,10,35,2
ENSG00000274025,0,0,0,0,0,0
ENSG00000274026,0,0,0,0,0,0
ENSG00000274028,0,0,0,0,0,0
ENSG00000274029,0,0,0,0,0,0
ENSG00000274033,0,0,0,0,2,0
ENSG00000274034,0,0,0,0,0,0
ENSG00000274038,6,23,4,13,11,0
ENSG00000274044,0,0,0,0,0,0
ENSG00000274046,0,0,0,0,0,0
ENSG00000274049,0,0,0,0,0,0
ENSG00000274051,2,2,0,0,7,0
ENSG00000274052,0,0,0,0,0,0
ENSG00000274054,0,2,1,0,0,0
ENSG00000274055,0,0,0,0,0,0
ENSG00000274056,0,0,0,0,0,0
ENSG00000274059,0,0,0,0,0,0
ENSG00000274060,0,0,0,0,0,0
ENSG00000274062,0,0,0,0,0,0
ENSG00000274064,1,1,0,19,34,0
ENSG00000274066,0,0,1,0,0,1
ENSG00000274067,0,0,0,0,0,0
ENSG00000274070,127,114,24,36,109,69
ENSG00000274072,0,0,0,0,0,0
ENSG00000274075,0,0,0,0,0,0
ENSG00000274076,0,0,0,0,0,0
ENSG00000274079,0,0,0,1,0,0
ENSG00000274080,2,0,1,0,0,2
ENSG00000274086,0,0,0,0,0,0
ENSG00000274090,0,0,0,0,0,0
ENSG00000274091,0,0,0,0,0,0
ENSG00000274092,0,3,2,1,0,1
ENSG00000274093,6,6,3,8,43,4
ENSG00000274097,0,0,0,0,0,0
ENSG00000274098,0,1,0,0,0,0
ENSG00000274099,0,0,0,0,0,0
ENSG00000274102,0,0,0,0,0,0
ENSG00000274104,7,8,2,22,0,8
ENSG00000274105,20,31,22,34,45,6
ENSG00000274111,0,0,0,0,0,0
ENSG00000274114,141,132,35,157,68,30
ENSG00000274115,0,1,0,0,0,0
ENSG00000274116,0,0,0,0,0,0
ENSG00000274118,0,0,0,0,0,0
ENSG00000274121,0,0,0,0,0,0
ENSG00000274124,0,20,2,22,2,5
ENSG00000274127,0,0,0,0,0,0
ENSG00000274128,0,0,0,0,0,0
ENSG00000274133,0,0,0,0,0,0
ENSG00000274134,1,4,0,7,0,1
ENSG00000274135,0,3,0,2,0,0
ENSG00000274139,0,0,0,0,0,0
ENSG00000274149,0,0,0,0,0,0
ENSG00000274150,0,0,0,0,0,0
ENSG00000274154,0,0,0,0,0,0
ENSG00000274156,1,4,3,1,9,0
ENSG00000274157,0,0,0,0,0,0
ENSG00000274159,15,29,8,6,9,10
ENSG00000274162,0,0,0,0,0,0
ENSG00000274164,0,0,0,0,0,0
ENSG00000274167,0,0,0,0,0,0
ENSG00000274168,0,0,0,0,0,0
ENSG00000274170,0,0,0,0,0,0
ENSG00000274172,0,0,0,0,0,0
ENSG00000274173,0,0,0,0,0,0
ENSG00000274175,0,0,0,0,0,0
ENSG00000274177,0,0,0,0,0,0
ENSG00000274178,0,0,0,0,0,0
ENSG00000274180,107,106,53,43,45,31
ENSG00000274181,0,0,0,0,0,0
ENSG00000274183,0,0,0,0,0,0
ENSG00000274184,1,15,10,9,19,1
ENSG00000274186,0,0,0,0,0,0
ENSG00000274191,0,9,3,1,32,2
ENSG00000274196,0,0,0,0,0,0
ENSG00000274197,0,6,16,0,0,0
ENSG00000274198,0,0,0,1,14,0
ENSG00000274199,0,0,0,0,0,0
ENSG00000274202,0,0,0,0,0,0
ENSG00000274204,0,0,1,5,0,0
ENSG00000274206,0,0,0,0,0,0
ENSG00000274209,0,1,0,0,0,5
ENSG00000274210,12,10,5,67,17,20
ENSG00000274211,143,386,75,165,352,100
ENSG00000274212,0,0,0,0,0,0
ENSG00000274213,25,2,0,3,0,0
ENSG00000274214,0,2,0,0,0,0
ENSG00000274215,0,0,0,0,0,0
ENSG00000274216,0,0,0,0,0,0
ENSG00000274219,0,1,0,0,0,0
ENSG00000274220,23,9,2,6,0,0
ENSG00000274225,0,0,3,3,0,0
ENSG00000274226,0,0,0,0,0,0
ENSG00000274227,2,2,0,17,12,0
ENSG00000274228,0,0,0,0,0,0
ENSG00000274230,0,0,0,0,0,0
ENSG00000274231,0,0,0,0,0,0
ENSG00000274234,0,0,0,0,0,0
ENSG00000274235,0,4,0,0,0,0
ENSG00000274238,0,0,0,0,0,0
ENSG00000274242,0,0,0,0,0,0
ENSG00000274244,0,0,0,1,1,0
ENSG00000274248,0,0,0,0,0,0
ENSG00000274251,6,3,1,12,0,7
ENSG00000274252,0,0,0,0,0,0
ENSG00000274253,2,0,1,10,0,8
ENSG00000274256,0,4,0,8,2,1
ENSG00000274258,0,0,0,0,0,0
ENSG00000274259,0,2,1,4,0,0
ENSG00000274261,0,0,0,3,0,0
ENSG00000274263,0,0,0,0,0,0
ENSG00000274265,26,57,17,22,23,18
ENSG00000274266,0,0,0,0,0,0
ENSG00000274269,0,0,0,0,0,0
ENSG00000274270,3,13,2,15,2,0
ENSG00000274272,77,198,30,55,558,43
ENSG00000274274,0,0,0,0,0,0
ENSG00000274275,3,7,2,1,2,4
ENSG00000274276,0,0,0,0,0,0
ENSG00000274279,0,0,0,1,0,0
ENSG00000274280,0,1,0,0,0,0
ENSG00000274281,0,1,0,0,0,1
ENSG00000274282,0,0,0,0,0,0
ENSG00000274284,0,0,0,0,0,0
ENSG00000274286,0,0,0,0,0,5
ENSG00000274290,20,6,4,24,8,8
ENSG00000274292,0,23,2,5,23,1
ENSG00000274293,0,0,0,0,0,0
ENSG00000274294,1,2,1,2,0,0
ENSG00000274295,0,0,0,0,0,0
ENSG00000274297,56,15,5,7,17,11
ENSG00000274299,0,1,0,7,0,0
ENSG00000274300,1,7,0,0,3,0
ENSG00000274303,0,0,0,0,0,0
ENSG00000274306,2,1,0,1,1,1
ENSG00000274308,1,2,0,0,0,0
ENSG00000274309,0,0,0,0,0,0
ENSG00000274310,0,0,0,0,0,0
ENSG00000274312,0,0,0,0,0,0
ENSG00000274314,0,0,0,0,0,0
ENSG00000274315,7,3,14,3,6,3
ENSG00000274316,0,0,1,0,0,0
ENSG00000274317,2,7,3,8,0,0
ENSG00000274319,0,0,0,0,0,0
ENSG00000274321,0,0,0,0,0,0
ENSG00000274322,0,1,0,1,14,1
ENSG00000274326,0,0,0,0,0,0
ENSG00000274328,4,1,0,0,0,3
ENSG00000274330,0,0,0,0,0,0
ENSG00000274331,0,0,0,0,0,0
ENSG00000274333,0,0,0,0,0,0
ENSG00000274340,3,0,0,0,0,0
ENSG00000274341,2,7,7,17,2,2
ENSG00000274342,0,0,0,0,0,0
ENSG00000274343,0,0,0,0,0,0
ENSG00000274344,0,0,0,0,0,0
ENSG00000274346,8,5,0,2,9,1
ENSG00000274347,0,0,0,0,0,0
ENSG00000274349,9,24,0,8,71,5
ENSG00000274350,0,0,0,0,0,0
ENSG00000274351,0,0,1,0,0,0
ENSG00000274353,0,0,0,0,0,0
ENSG00000274354,0,3,0,0,0,0
ENSG00000274355,0,0,0,0,0,0
ENSG00000274356,0,0,0,0,0,0
ENSG00000274357,0,0,0,0,0,0
ENSG00000274363,0,8,1,0,1,3
ENSG00000274364,0,4,2,1,0,4
ENSG00000274365,0,0,0,0,0,0
ENSG00000274367,0,6,0,6,0,1
ENSG00000274369,0,0,0,0,0,0
ENSG00000274370,0,0,0,0,0,0
ENSG00000274372,2,0,0,0,0,0
ENSG00000274373,19,29,1,21,55,7
ENSG00000274374,0,0,0,4,0,1
ENSG00000274376,0,1,0,0,1,2
ENSG00000274378,0,0,0,0,0,0
ENSG00000274379,0,0,0,0,0,0
ENSG00000274380,0,3,0,2,0,0
ENSG00000274381,0,0,0,0,0,0
ENSG00000274383,4,5,11,13,8,6
ENSG00000274385,0,0,0,0,0,0
ENSG00000274386,22,27,5,6,1,12
ENSG00000274387,2,4,0,0,0,1
ENSG00000274390,0,0,0,0,0,0
ENSG00000274391,0,1,1,0,0,0
ENSG00000274396,0,0,0,0,0,0
ENSG00000274397,67,5,4,6,11,3
ENSG00000274398,0,1,0,3,0,0
ENSG00000274400,7,12,1,3,1,1
ENSG00000274403,0,25,4,12,35,0
ENSG00000274408,0,0,0,0,0,0
ENSG00000274409,0,0,0,0,0,0
ENSG00000274414,0,0,0,0,0,0
ENSG00000274415,0,0,0,0,0,0
ENSG00000274417,1,3,0,0,14,1
ENSG00000274419,0,0,0,0,0,0
ENSG00000274420,0,0,0,0,0,0
ENSG00000274421,9,14,17,7,7,1
ENSG00000274422,108,103,69,376,124,33
ENSG00000274423,0,0,0,0,0,0
ENSG00000274424,0,0,0,0,0,0
ENSG00000274425,4,0,0,1,5,0
ENSG00000274427,0,0,0,0,0,1
ENSG00000274428,6,0,0,7,0,0
ENSG00000274430,0,0,0,0,0,0
ENSG00000274432,0,0,0,0,0,0
ENSG00000274441,0,0,0,0,0,0
ENSG00000274443,9,5,2,6,1,10
ENSG00000274444,0,0,0,0,0,0
ENSG00000274445,0,0,0,0,0,0
ENSG00000274446,0,0,0,3,0,0
ENSG00000274447,0,0,0,0,2,0
ENSG00000274450,0,0,0,0,0,0
ENSG00000274451,0,0,0,0,0,0
ENSG00000274452,0,0,0,0,0,0
ENSG00000274455,0,0,0,0,0,0
ENSG00000274458,0,0,0,0,0,0
ENSG00000274459,0,0,1,1,1,0
ENSG00000274460,19,67,14,25,14,13
ENSG00000274461,40,34,5,43,1,27
ENSG00000274466,11,14,4,5,58,7
ENSG00000274467,0,0,0,0,0,0
ENSG00000274468,0,0,0,1,0,0
ENSG00000274469,0,0,0,0,1,0
ENSG00000274471,3,9,2,16,2,12
ENSG00000274472,0,0,2,0,0,0
ENSG00000274475,0,0,0,0,0,0
ENSG00000274478,0,0,0,0,0,0
ENSG00000274481,0,0,0,0,0,0
ENSG00000274484,0,0,0,0,0,0
ENSG00000274486,0,0,0,0,1,0
ENSG00000274487,5,18,6,2,4,3
ENSG00000274489,0,0,0,0,0,0
ENSG00000274491,0,0,0,0,0,0
ENSG00000274492,0,0,0,0,0,0
ENSG00000274493,0,0,0,0,0,0
ENSG00000274494,0,1,0,0,0,0
ENSG00000274499,0,0,0,0,0,0
ENSG00000274500,0,0,0,0,0,0
ENSG00000274501,1,2,1,0,6,4
ENSG00000274502,0,0,0,0,0,0
ENSG00000274503,0,0,0,0,0,0
ENSG00000274505,1,5,0,0,2,0
ENSG00000274507,1,1,0,1,0,0
ENSG00000274508,0,0,0,2,0,0
ENSG00000274510,0,0,0,0,0,0
ENSG00000274512,1,21,1,1,0,0
ENSG00000274514,2,21,5,12,2,16
ENSG00000274515,1,2,0,6,0,7
ENSG00000274516,0,0,0,0,0,0
ENSG00000274520,0,0,0,0,0,0
ENSG00000274523,165,171,40,141,125,49
ENSG00000274525,1,3,0,2,0,1
ENSG00000274528,18,5,0,1,0,0
ENSG00000274529,1,5,2,0,0,1
ENSG00000274532,0,0,0,0,0,0
ENSG00000274535,0,0,0,0,0,0
ENSG00000274536,196,565,87,518,270,146
ENSG00000274541,0,0,0,0,0,0
ENSG00000274544,0,0,0,0,0,0
ENSG00000274547,0,0,0,0,0,0
ENSG00000274549,0,0,0,0,0,0
ENSG00000274551,0,4,0,8,1,0
ENSG00000274552,0,2,0,0,1,0
ENSG00000274553,0,0,0,0,0,0
ENSG00000274554,21,33,10,16,120,10
ENSG00000274559,0,0,0,0,0,0
ENSG00000274560,0,0,0,0,0,0
ENSG00000274561,32,97,39,48,94,37
ENSG00000274562,0,0,0,2,0,0
ENSG00000274565,0,2,0,0,1,0
ENSG00000274568,0,0,0,0,0,0
ENSG00000274569,0,0,0,0,0,0
ENSG00000274570,1,0,0,0,0,0
ENSG00000274572,0,0,0,0,0,0
ENSG00000274576,19,173,14,45,92,30
ENSG00000274578,0,0,0,0,0,0
ENSG00000274579,0,0,0,0,0,0
ENSG00000274582,0,0,0,0,0,0
ENSG00000274583,0,0,0,0,0,0
ENSG00000274584,0,0,0,1,0,0
ENSG00000274585,0,0,0,0,0,0
ENSG00000274588,1,11,3,1,17,0
ENSG00000274589,0,0,0,0,0,0
ENSG00000274591,25,38,24,7,60,2
ENSG00000274594,0,0,0,0,0,0
ENSG00000274598,10,2,3,0,0,0
ENSG00000274599,0,0,0,0,0,0
ENSG00000274600,0,0,0,0,0,0
ENSG00000274601,0,0,0,0,0,0
ENSG00000274602,6,45,7,6,12,7
ENSG00000274603,0,0,17,0,0,0
ENSG00000274605,10,4,0,13,0,1
ENSG00000274606,0,0,0,0,0,0
ENSG00000274607,0,0,0,0,0,0
ENSG00000274611,0,0,0,0,0,0
ENSG00000274612,0,2,0,0,0,0
ENSG00000274614,4,6,1,0,16,0
ENSG00000274615,0,0,0,1,1,0
ENSG00000274617,0,0,0,0,0,0
ENSG00000274618,7,1,6,7,1,3
ENSG00000274620,0,16,4,3,12,1
ENSG00000274621,3,0,0,1,0,0
ENSG00000274624,0,0,0,0,0,0
ENSG00000274625,0,0,0,0,0,0
ENSG00000274628,0,0,0,0,0,0
ENSG00000274629,3,7,6,2,5,0
ENSG00000274630,0,0,0,0,0,0
ENSG00000274631,0,0,0,0,0,0
ENSG00000274632,0,0,0,0,0,0
ENSG00000274637,0,0,0,0,0,0
ENSG00000274640,0,0,0,0,0,0
ENSG00000274641,0,1,5,0,21,0
ENSG00000274642,0,0,0,0,0,0
ENSG00000274647,0,0,0,0,0,0
ENSG00000274649,0,0,0,0,0,0
ENSG00000274652,0,0,0,0,0,0
ENSG00000274653,0,0,0,3,2,0
ENSG00000274654,0,2,0,0,0,0
ENSG00000274655,0,0,0,0,0,0
ENSG00000274656,15,2,0,0,0,0
ENSG00000274658,0,0,0,0,0,0
ENSG00000274659,12,26,6,6,61,17
ENSG00000274660,0,0,0,0,0,0
ENSG00000274662,0,0,0,0,0,0
ENSG00000274663,0,0,0,0,0,0
ENSG00000274664,0,0,0,0,0,0
ENSG00000274666,11,0,1,4,0,0
ENSG00000274667,5,23,11,11,16,9
ENSG00000274670,0,0,0,2,0,0
ENSG00000274677,24,39,14,7,93,11
ENSG00000274678,0,4,0,1,0,0
ENSG00000274680,0,0,0,0,0,0
ENSG00000274682,0,0,0,0,0,0
ENSG00000274685,0,0,0,0,0,0
ENSG00000274686,0,0,0,0,0,1
ENSG00000274688,0,0,0,0,0,0
ENSG00000274691,1,0,0,0,1,0
ENSG00000274693,0,0,0,0,0,0
ENSG00000274695,0,2,0,0,0,0
ENSG00000274697,0,0,0,0,0,0
ENSG00000274698,0,0,1,0,0,0
ENSG00000274701,0,0,0,0,0,0
ENSG00000274702,0,0,0,0,0,0
ENSG00000274704,0,0,0,0,0,0
ENSG00000274705,0,0,0,0,0,0
ENSG00000274709,0,0,0,0,0,0
ENSG00000274711,0,0,0,0,0,0
ENSG00000274712,868,717,191,449,2780,276
ENSG00000274713,0,3,0,0,0,0
ENSG00000274716,0,0,0,0,0,0
ENSG00000274717,0,2,0,0,1,0
ENSG00000274718,0,0,0,1,0,0
ENSG00000274719,0,0,0,0,0,0
ENSG00000274721,0,0,0,0,0,0
ENSG00000274723,1,0,0,1,0,0
ENSG00000274727,0,0,0,0,0,0
ENSG00000274730,0,0,0,0,0,0
ENSG00000274732,0,0,0,0,0,0
ENSG00000274736,0,2,0,0,0,0
ENSG00000274737,0,0,0,0,4,0
ENSG00000274740,0,0,0,0,0,0
ENSG00000274742,0,4,0,3,3,0
ENSG00000274747,0,0,0,0,0,0
ENSG00000274748,0,0,0,0,0,0
ENSG00000274749,0,0,0,0,0,0
ENSG00000274750,33,35,9,36,90,14
ENSG00000274751,0,0,0,1,0,0
ENSG00000274752,0,0,0,0,0,0
ENSG00000274755,0,0,0,0,0,0
ENSG00000274756,10,56,12,1,18,16
ENSG00000274758,0,0,0,0,0,0
ENSG00000274759,12,0,1,3,2,5
ENSG00000274760,0,0,0,0,0,0
ENSG00000274764,0,0,0,0,0,0
ENSG00000274765,12,19,42,39,46,19
ENSG00000274766,0,0,0,0,2,0
ENSG00000274767,0,0,0,0,0,0
ENSG00000274769,0,0,0,0,0,1
ENSG00000274770,0,0,0,0,0,0
ENSG00000274772,0,0,0,1,0,0
ENSG00000274775,10,6,0,28,0,0
ENSG00000274776,26,29,0,15,33,8
ENSG00000274777,0,0,0,0,0,0
ENSG00000274790,0,0,0,0,0,0
ENSG00000274792,0,0,0,0,0,0
ENSG00000274797,2,3,0,2,0,1
ENSG00000274798,0,0,0,0,0,0
