genes,aHCnaiveB_S1R1,aHCnaiveB_S1R3,aHCnaiveB_S1R4,aSLEnaiveB_S1R1,aSLEnaiveB_S1R2,aSLEnaiveB_S1R3,aSLEnaiveB_S1R4
ENSG00000283608,2,1,11,0,0,0,0
ENSG00000283609,0,0,0,0,0,0,0
ENSG00000283611,2,15,6,0,0,0,0
ENSG00000283612,0,0,0,0,0,0,0
ENSG00000283613,1,9,4,0,0,0,0
ENSG00000283614,0,0,0,0,0,0,0
ENSG00000283615,0,10,2,0,0,0,0
ENSG00000283616,0,0,0,0,0,0,0
ENSG00000283618,1,6,4,0,1,1,0
ENSG00000283621,0,0,0,0,0,0,0
ENSG00000283622,0,0,2,0,0,0,0
ENSG00000283625,0,14,15,0,0,0,0
ENSG00000283626,0,6,3,0,0,0,0
ENSG00000283627,0,13,15,0,0,0,0
ENSG00000283629,0,16,4,1,0,0,4
ENSG00000283631,1,7,6,0,0,0,0
ENSG00000283632,2,112,103,9,5,13,7
ENSG00000283633,0,36,53,0,0,1,0
ENSG00000283634,0,0,0,0,0,0,0
ENSG00000283635,5,43,38,2,2,0,2
ENSG00000283636,2,2,0,0,0,0,2
ENSG00000283637,0,0,0,0,0,0,0
ENSG00000283638,0,36,51,4,3,1,7
ENSG00000283639,0,0,0,0,0,0,0
ENSG00000283644,0,1,4,0,0,1,0
ENSG00000283645,0,0,0,0,0,0,0
ENSG00000283646,0,21,28,0,0,0,0
ENSG00000283647,0,1,0,0,0,0,0
ENSG00000283648,0,4,11,0,0,0,0
ENSG00000283653,0,3,0,0,0,0,0
ENSG00000283654,0,87,144,0,0,0,0
ENSG00000283656,0,2,1,0,0,0,0
ENSG00000283657,0,1,0,0,0,0,0
ENSG00000283659,0,19,4,0,0,0,0
ENSG00000283662,2,55,66,1,0,1,0
ENSG00000283663,0,0,0,0,0,0,0
ENSG00000283664,0,0,0,0,0,0,0
ENSG00000283665,0,1,0,0,0,0,0
ENSG00000283666,0,0,0,0,0,0,0
ENSG00000283667,2,46,74,8,4,7,31
ENSG00000283669,0,4,8,0,0,0,0
ENSG00000283672,0,5,3,0,0,0,1
ENSG00000283673,0,4,0,0,0,0,0
ENSG00000283674,1,91,81,8,16,27,37
ENSG00000283675,0,9,3,0,0,0,0
ENSG00000283676,1,0,0,2,1,0,0
ENSG00000283677,0,0,0,0,0,0,0
ENSG00000283678,0,0,1,0,0,0,0
ENSG00000283679,0,14,4,0,0,0,0
ENSG00000283680,0,0,0,0,0,0,0
ENSG00000283682,1,4,0,0,1,0,0
ENSG00000283683,2,9,9,6,2,1,3
ENSG00000283684,0,0,0,0,0,0,0
ENSG00000283685,0,1,0,0,0,0,0
ENSG00000283686,0,11,11,0,0,0,0
ENSG00000283688,0,0,0,0,0,0,0
ENSG00000283689,0,12,28,0,0,0,0
ENSG00000283690,0,0,0,0,0,0,0
ENSG00000283691,0,1,3,0,0,0,1
ENSG00000283692,1,21,17,0,0,0,0
ENSG00000283694,0,0,0,0,0,0,0
ENSG00000283695,1,1,0,0,0,0,1
ENSG00000283696,1,17,33,59,44,21,45
ENSG00000283697,4,3,11,0,0,1,1
ENSG00000283698,0,18,26,0,1,0,0
ENSG00000283699,5,1,1,1,3,2,3
ENSG00000283701,0,0,0,0,0,1,0
ENSG00000283703,2,87,20,0,0,0,0
ENSG00000283704,0,0,0,0,0,0,0
ENSG00000283705,0,0,0,0,0,0,0
ENSG00000283706,0,0,0,0,0,0,0
ENSG00000283709,8,107,17,18,29,38,24
ENSG00000283710,0,0,0,0,0,0,0
ENSG00000283712,0,0,0,0,0,0,0
ENSG00000283717,0,0,0,0,0,0,0
ENSG00000283721,0,0,0,0,0,0,0
ENSG00000283724,0,0,0,0,0,0,0
ENSG00000283726,0,0,0,0,0,0,0
ENSG00000283728,0,0,0,0,0,0,0
ENSG00000283733,0,0,0,0,0,0,0
ENSG00000283734,0,0,0,0,0,0,0
ENSG00000283736,0,0,0,0,0,0,0
ENSG00000283737,0,10,17,1,1,2,1
ENSG00000283740,0,4,9,0,0,0,0
ENSG00000283743,0,6,5,0,0,0,0
ENSG00000283744,0,0,0,0,0,0,0
ENSG00000283745,0,0,0,0,0,0,0
ENSG00000283749,0,0,0,0,0,0,1
ENSG00000283751,0,0,0,0,0,0,0
ENSG00000283752,0,0,6,1,0,1,0
ENSG00000283755,1,13,4,0,1,1,0
ENSG00000283757,0,29,10,0,0,3,1
ENSG00000283758,0,4,8,0,0,0,0
ENSG00000283759,0,0,0,0,0,0,0
ENSG00000283761,12,28,12,15,7,23,17
ENSG00000283762,0,0,0,0,0,0,0
ENSG00000283764,0,0,0,0,0,0,0
ENSG00000283765,0,3,0,3,1,2,1
ENSG00000283766,0,46,68,0,0,0,0
ENSG00000283768,0,0,0,0,0,0,0
ENSG00000283769,1,44,95,4,5,0,5
ENSG00000283770,0,0,0,0,0,0,0
ENSG00000283772,0,0,0,0,0,0,0
ENSG00000283773,0,0,0,0,0,0,0
ENSG00000283774,0,1,0,0,0,0,0
ENSG00000283775,0,0,0,0,0,0,0
ENSG00000283776,0,5,0,0,0,0,0
ENSG00000283782,0,0,0,0,0,0,0
ENSG00000283783,0,0,0,0,0,0,0
ENSG00000283785,0,0,0,0,1,0,0
ENSG00000283787,12,37,69,1292,1098,1173,1991
ENSG00000283788,0,8,0,0,0,0,0
ENSG00000283789,0,0,3,0,0,0,0
ENSG00000283791,0,0,0,0,0,0,0
ENSG00000283792,0,0,0,0,0,0,0
ENSG00000283793,0,0,0,0,1,0,0
ENSG00000283795,0,0,0,0,0,0,0
ENSG00000283796,0,0,0,0,0,0,0
ENSG00000283797,0,0,0,0,0,0,0
ENSG00000283798,0,0,0,0,0,0,0
ENSG00000283799,0,0,0,0,0,0,0
ENSG00000283801,0,0,0,0,0,0,0
ENSG00000283803,0,0,0,0,0,0,0
ENSG00000283805,0,0,0,0,0,0,0
ENSG00000283809,0,0,0,0,0,0,0
ENSG00000283813,0,0,0,0,0,0,0
ENSG00000283815,0,0,0,0,0,0,0
ENSG00000283818,0,0,0,0,0,0,0
ENSG00000283819,0,0,0,0,0,0,0
ENSG00000283821,0,0,0,0,0,0,0
ENSG00000283822,0,0,0,0,0,0,0
ENSG00000283824,0,0,0,0,0,0,0
ENSG00000283828,2,17,31,4,1,1,0
ENSG00000283829,0,0,0,0,0,0,0
ENSG00000283836,0,0,0,0,0,0,0
ENSG00000283839,0,56,47,3,3,0,24
ENSG00000283840,0,0,0,0,0,0,0
ENSG00000283842,0,0,0,0,0,0,0
ENSG00000283844,0,0,0,0,0,0,0
ENSG00000283845,0,0,3,1,0,0,0
ENSG00000283848,0,0,0,0,0,0,0
ENSG00000283849,1,12,8,36,26,10,17
ENSG00000283853,0,0,0,0,0,0,0
ENSG00000283856,0,0,0,0,0,0,0
ENSG00000283857,0,0,0,0,0,0,0
ENSG00000283858,0,0,0,0,0,0,0
ENSG00000283863,0,0,0,0,0,0,0
ENSG00000283865,0,0,4,0,0,0,0
ENSG00000283867,0,0,0,0,0,0,0
ENSG00000283871,0,0,1,0,0,0,0
ENSG00000283873,0,4,0,0,0,0,0
ENSG00000283874,0,0,0,0,0,0,0
ENSG00000283876,0,0,0,0,0,0,0
ENSG00000283877,0,2,2,0,0,0,0
ENSG00000283879,0,12,4,2,0,0,0
ENSG00000283880,0,0,0,0,0,0,0
ENSG00000283881,0,0,0,0,0,0,0
ENSG00000283885,0,0,0,0,0,0,0
ENSG00000283886,0,0,0,0,0,0,0
ENSG00000283888,0,0,0,0,0,0,0
ENSG00000283891,1,2,0,3,4,4,5
ENSG00000283894,0,3,0,0,0,0,0
ENSG00000283897,10,58,78,75,47,56,59
ENSG00000283899,0,0,1,0,0,0,0
ENSG00000283900,0,0,0,0,0,4,2
ENSG00000283904,0,0,0,0,0,0,0
ENSG00000283906,0,11,6,1,3,2,0
ENSG00000283907,33,13,30,0,1,2,9
ENSG00000283913,0,24,2,0,0,0,0
ENSG00000283914,1,13,13,0,0,0,0
ENSG00000283920,0,0,0,0,0,0,0
ENSG00000283921,0,0,0,0,0,0,0
ENSG00000283923,0,0,0,0,0,0,0
ENSG00000283926,0,0,0,0,0,0,0
ENSG00000283927,0,0,0,0,0,0,0
ENSG00000283928,0,0,0,0,0,0,0
ENSG00000283929,1,0,0,8,8,15,21
ENSG00000283930,6,19,19,11,10,14,19
ENSG00000283931,0,0,0,0,0,0,0
ENSG00000283933,0,0,0,0,0,0,0
ENSG00000283935,0,0,0,0,0,0,0
ENSG00000283936,0,0,0,0,0,0,0
ENSG00000283938,0,0,0,0,0,0,0
ENSG00000283940,0,4,1,0,0,0,0
ENSG00000283941,0,0,0,0,0,0,0
ENSG00000283944,0,0,0,0,0,0,0
ENSG00000283945,4,83,36,18,18,3,20
ENSG00000283948,0,4,0,3,2,1,3
ENSG00000283950,0,0,0,0,0,0,0
ENSG00000283952,0,0,0,0,0,0,0
ENSG00000283956,0,0,0,0,0,0,0
ENSG00000283958,0,0,0,0,0,0,0
ENSG00000283959,6,46,72,18,22,27,19
ENSG00000283967,0,0,0,0,0,0,0
ENSG00000283969,0,0,0,0,0,0,0
ENSG00000283971,0,0,0,0,0,1,0
ENSG00000283972,0,0,0,0,0,0,0
ENSG00000283973,4,26,61,1,0,1,2
ENSG00000283977,0,0,0,0,0,0,0
ENSG00000283978,0,1,0,0,0,0,0
ENSG00000283980,0,3,3,2,0,2,3
ENSG00000283982,1,42,13,0,0,0,0
ENSG00000283988,0,0,0,0,0,0,0
ENSG00000283990,0,0,0,0,0,0,0
ENSG00000283991,1,21,14,0,0,0,0
ENSG00000283992,0,1,6,0,0,0,0
ENSG00000283994,10,1,4,62,47,32,80
ENSG00000283998,0,0,0,0,0,0,0
ENSG00000283999,0,1,6,0,0,0,0
ENSG00000284000,0,0,0,0,0,0,0
ENSG00000284003,0,7,3,0,0,0,0
ENSG00000284005,0,0,0,0,0,0,0
ENSG00000284008,0,0,0,0,0,0,0
ENSG00000284010,0,0,0,0,0,0,0
ENSG00000284011,0,0,0,0,0,0,0
ENSG00000284012,0,0,0,0,0,0,0
ENSG00000284015,0,0,0,6,1,2,3
ENSG00000284018,2,5,10,0,1,0,0
ENSG00000284020,0,0,0,0,0,0,0
ENSG00000284024,110,49,117,886,1048,806,1112
ENSG00000284027,0,0,0,0,0,0,0
ENSG00000284028,0,0,0,0,0,0,0
ENSG00000284029,0,0,0,0,0,0,0
ENSG00000284031,0,0,0,0,0,0,0
ENSG00000284032,0,0,0,0,0,0,0
ENSG00000284034,1,0,0,5,5,6,9
ENSG00000284035,0,1,1,2,1,0,0
ENSG00000284038,0,0,0,0,0,0,0
ENSG00000284040,0,0,0,0,0,0,0
ENSG00000284042,0,0,0,0,0,0,0
ENSG00000284043,0,0,0,0,0,0,0
ENSG00000284047,0,0,0,0,0,0,0
ENSG00000284048,0,0,0,0,0,0,0
ENSG00000284049,0,0,0,0,1,0,1
ENSG00000284052,4,182,98,19,29,20,41
ENSG00000284054,0,0,0,0,0,0,0
ENSG00000284055,0,0,0,0,0,0,0
ENSG00000284057,0,0,0,0,0,0,0
ENSG00000284059,0,4,0,0,0,0,0
ENSG00000284060,0,0,0,0,0,0,0
ENSG00000284062,0,1,3,0,0,1,1
ENSG00000284064,0,0,0,0,0,0,0
ENSG00000284065,0,0,0,0,0,0,0
ENSG00000284067,0,0,0,0,0,0,0
ENSG00000284070,2,20,13,5,31,2,46
ENSG00000284071,0,0,0,0,0,0,0
ENSG00000284074,0,0,3,0,0,0,0
ENSG00000284078,0,0,0,0,0,0,0
ENSG00000284079,0,0,0,0,0,0,0
ENSG00000284081,0,0,0,0,0,0,0
ENSG00000284082,0,0,0,0,0,0,0
ENSG00000284084,0,0,0,0,0,0,0
ENSG00000284085,0,0,0,0,0,0,0
ENSG00000284087,0,0,1,0,0,0,0
ENSG00000284092,0,0,1,0,1,0,0
ENSG00000284094,0,0,0,0,0,0,0
ENSG00000284095,1,17,8,2,1,0,2
ENSG00000284098,0,0,0,0,0,0,0
ENSG00000284107,0,0,0,0,0,0,0
ENSG00000284108,0,0,0,0,0,0,0
ENSG00000284112,0,0,0,0,0,0,0
ENSG00000284114,0,0,0,0,0,0,0
ENSG00000284116,0,0,0,0,0,0,0
ENSG00000284117,0,0,0,0,0,0,0
ENSG00000284118,0,0,0,0,0,0,0
ENSG00000284121,0,0,0,0,0,0,0
ENSG00000284122,0,0,0,0,0,0,0
ENSG00000284125,0,0,0,0,0,0,0
ENSG00000284128,0,6,6,1,6,1,5
ENSG00000284129,0,0,0,0,0,0,0
ENSG00000284130,1,0,1,0,1,2,1
ENSG00000284134,0,0,0,0,0,0,0
ENSG00000284135,0,0,0,0,0,0,0
ENSG00000284138,119,5,20,19,16,17,35
ENSG00000284139,0,0,0,0,0,0,0
ENSG00000284140,0,0,0,0,0,0,0
ENSG00000284142,0,0,0,0,0,0,0
ENSG00000284143,0,0,0,0,0,0,0
ENSG00000284144,0,0,0,0,0,0,0
ENSG00000284146,0,0,0,0,0,0,0
ENSG00000284147,0,0,0,0,0,0,0
ENSG00000284148,0,0,0,0,0,0,0
ENSG00000284149,0,0,0,0,0,0,0
ENSG00000284152,0,0,0,0,0,0,0
ENSG00000284154,0,0,1,1,0,0,1
ENSG00000284155,0,0,0,0,0,0,0
ENSG00000284157,0,0,0,0,0,0,0
ENSG00000284158,0,0,0,1,1,3,1
ENSG00000284159,0,0,0,0,0,0,0
ENSG00000284160,0,0,0,0,0,0,0
ENSG00000284162,0,0,0,0,0,0,0
ENSG00000284163,0,0,0,0,0,0,0
ENSG00000284167,0,6,0,0,0,0,0
ENSG00000284171,0,0,0,0,0,0,0
ENSG00000284172,0,0,0,0,0,0,0
ENSG00000284173,0,0,0,0,0,0,0
ENSG00000284175,0,0,0,0,0,0,0
ENSG00000284176,0,0,0,0,0,0,0
ENSG00000284179,0,0,0,0,0,0,0
ENSG00000284180,0,0,0,0,0,0,0
ENSG00000284182,0,0,0,0,0,0,0
ENSG00000284184,0,0,0,0,0,0,0
ENSG00000284185,0,0,0,0,0,0,0
ENSG00000284186,0,0,0,0,0,0,0
ENSG00000284188,0,6,9,5,12,12,16
ENSG00000284190,0,0,0,0,0,0,0
ENSG00000284191,0,0,0,0,0,0,0
ENSG00000284193,0,0,0,0,0,0,0
ENSG00000284194,0,4,8,48,42,23,27
ENSG00000284195,0,0,0,0,0,0,0
ENSG00000284196,0,65,27,0,0,0,0
ENSG00000284197,0,0,0,0,0,0,0
ENSG00000284200,0,0,0,0,0,0,0
ENSG00000284202,0,0,0,0,0,0,0
ENSG00000284203,0,0,0,0,0,0,0
ENSG00000284204,0,0,0,0,0,0,0
ENSG00000284209,2,0,0,0,0,0,0
ENSG00000284214,0,0,0,0,0,0,0
ENSG00000284216,0,0,0,0,0,0,0
ENSG00000284219,0,0,0,0,0,0,0
ENSG00000284221,0,0,0,0,0,0,0
ENSG00000284224,0,1,1,0,0,0,0
ENSG00000284229,0,0,0,0,0,1,0
ENSG00000284231,0,0,2,0,0,0,0
ENSG00000284233,0,0,0,0,0,0,0
ENSG00000284234,0,0,0,0,0,0,0
ENSG00000284237,2,105,220,1,2,4,0
ENSG00000284239,0,0,0,0,0,0,0
ENSG00000284240,2,59,30,1,0,0,0
ENSG00000284242,1,23,13,0,0,0,0
ENSG00000284246,0,0,0,0,0,0,0
ENSG00000284247,0,0,0,0,0,0,0
ENSG00000284250,0,0,0,0,0,0,0
ENSG00000284251,0,0,2,0,0,0,0
ENSG00000284252,0,0,0,0,0,0,0
ENSG00000284253,0,0,0,0,0,0,0
ENSG00000284256,0,0,0,0,0,0,0
ENSG00000284258,0,0,0,0,0,0,0
ENSG00000284259,0,0,0,0,0,0,0
ENSG00000284261,0,0,0,0,0,0,0
ENSG00000284263,0,5,0,0,0,0,0
ENSG00000284265,0,0,0,0,0,0,0
ENSG00000284266,1,8,5,1,0,2,0
ENSG00000284268,0,0,0,0,0,0,0
ENSG00000284269,0,2,1,0,0,0,0
ENSG00000284272,0,0,0,0,0,0,0
ENSG00000284276,0,0,0,0,0,0,0
ENSG00000284277,0,0,0,0,0,0,0
ENSG00000284280,0,0,0,0,0,0,0
ENSG00000284283,0,0,0,0,0,0,0
ENSG00000284284,0,0,0,0,0,0,0
ENSG00000284286,0,0,0,0,0,0,0
ENSG00000284288,0,0,0,0,0,0,0
ENSG00000284289,0,0,0,0,0,0,0
ENSG00000284291,0,4,1,0,0,0,0
ENSG00000284292,5,15,10,8,13,21,19
ENSG00000284293,0,0,0,0,0,0,0
ENSG00000284294,0,2,4,0,0,0,0
ENSG00000284299,0,0,0,1,0,0,0
ENSG00000284300,0,0,0,0,0,0,0
ENSG00000284305,0,0,0,0,0,0,0
ENSG00000284306,2,26,27,0,0,0,0
ENSG00000284308,1,12,29,25,39,34,49
ENSG00000284309,2,52,54,0,0,0,0
ENSG00000284310,0,0,0,0,0,0,0
ENSG00000284311,0,0,0,0,0,0,0
ENSG00000284317,0,0,0,0,0,0,0
ENSG00000284321,0,0,0,0,0,0,0
ENSG00000284324,1,2,0,0,0,0,1
ENSG00000284325,0,0,0,0,0,0,0
ENSG00000284327,0,4,0,0,0,0,0
ENSG00000284328,0,2,1,0,0,0,0
ENSG00000284329,0,0,0,0,0,0,0
ENSG00000284331,0,0,0,0,0,0,0
ENSG00000284332,0,0,0,0,0,0,0
ENSG00000284334,0,0,0,0,0,0,0
ENSG00000284336,0,0,0,0,0,0,0
ENSG00000284337,0,0,0,0,0,0,0
ENSG00000284341,0,0,0,0,0,0,0
ENSG00000284343,0,0,0,0,0,0,0
ENSG00000284344,0,0,0,0,0,0,0
ENSG00000284346,0,0,0,0,0,0,0
ENSG00000284351,0,0,0,0,0,0,0
ENSG00000284353,0,0,0,0,0,0,0
ENSG00000284356,0,0,1,0,0,0,0
ENSG00000284357,0,0,0,0,0,0,0
ENSG00000284360,0,0,0,0,0,0,0
ENSG00000284361,0,0,0,0,0,0,0
ENSG00000284362,0,0,0,0,0,0,0
ENSG00000284363,0,0,0,0,0,0,0
ENSG00000284364,0,0,0,0,0,0,0
ENSG00000284368,0,0,0,0,0,0,0
ENSG00000284370,0,0,0,0,0,0,0
ENSG00000284372,0,0,0,0,0,0,0
ENSG00000284373,0,9,10,0,0,0,0
ENSG00000284375,0,0,0,0,0,0,0
ENSG00000284376,0,17,8,0,0,0,0
ENSG00000284377,1,4,3,0,0,0,0
ENSG00000284378,0,0,0,0,0,0,0
ENSG00000284380,0,0,0,0,0,0,0
ENSG00000284385,0,0,0,0,0,0,0
ENSG00000284386,0,0,0,0,0,0,0
ENSG00000284387,0,0,0,0,0,0,0
ENSG00000284388,0,0,3,0,0,0,2
ENSG00000284391,0,24,22,2,0,1,1
ENSG00000284393,0,1,0,0,0,0,0
ENSG00000284394,0,0,0,0,0,0,0
ENSG00000284395,0,41,61,17,15,58,61
ENSG00000284399,0,0,0,0,0,0,0
ENSG00000284402,0,0,0,27,13,37,26
ENSG00000284407,0,0,0,0,0,0,0
ENSG00000284410,0,0,0,0,0,0,0
ENSG00000284411,0,0,0,0,0,0,0
ENSG00000284412,0,0,0,0,0,0,0
ENSG00000284415,0,0,0,0,0,0,0
ENSG00000284416,0,0,0,0,0,0,0
ENSG00000284418,1,24,3,0,0,0,1
ENSG00000284419,0,0,0,0,0,0,0
ENSG00000284421,0,0,0,0,0,0,0
ENSG00000284424,0,0,0,0,0,0,0
ENSG00000284425,0,0,0,0,0,0,0
ENSG00000284427,0,0,0,0,0,0,0
ENSG00000284428,187,75,83,171,118,170,159
ENSG00000284430,2,43,79,0,0,0,0
ENSG00000284431,2,3,14,2,0,0,2
ENSG00000284433,0,0,0,0,0,0,0
ENSG00000284435,0,0,0,0,0,0,0
ENSG00000284436,0,0,0,0,0,0,0
ENSG00000284438,0,2,10,0,0,0,0
ENSG00000284439,0,1,0,0,0,0,0
ENSG00000284440,0,0,0,0,0,0,0
ENSG00000284442,0,0,0,0,0,0,0
ENSG00000284443,0,0,0,0,0,0,0
ENSG00000284446,0,0,0,0,0,0,0
ENSG00000284447,0,0,0,0,0,0,0
ENSG00000284448,0,0,0,0,0,0,0
ENSG00000284450,0,0,0,0,0,0,0
ENSG00000284452,1,5,11,0,0,0,0
ENSG00000284453,0,0,0,0,0,0,0
ENSG00000284458,0,0,0,0,0,0,0
ENSG00000284459,0,0,0,0,0,0,0
ENSG00000284461,6,3,1,1,1,1,0
ENSG00000284463,0,0,0,0,0,0,0
ENSG00000284464,0,0,0,0,0,0,0
ENSG00000284465,0,0,0,0,0,0,0
ENSG00000284469,0,0,5,0,0,0,0
ENSG00000284471,4,17,72,0,0,0,0
ENSG00000284473,0,0,0,0,0,0,0
ENSG00000284474,0,0,0,0,0,0,0
ENSG00000284479,0,0,0,0,0,0,0
ENSG00000284481,0,0,0,0,0,0,0
ENSG00000284482,0,0,0,0,0,0,0
ENSG00000284484,11,9,12,3,2,8,6
ENSG00000284485,0,0,0,0,0,0,0
ENSG00000284488,0,0,0,0,0,0,0
ENSG00000284489,0,0,0,0,0,0,0
ENSG00000284490,3,2,4,1,0,1,0
ENSG00000284491,0,13,30,4,1,1,3
ENSG00000284498,0,0,0,0,1,0,0
ENSG00000284499,0,0,0,0,0,0,0
ENSG00000284500,0,0,0,0,0,0,0
ENSG00000284503,0,0,0,0,0,0,0
ENSG00000284505,0,6,13,0,1,0,0
ENSG00000284508,0,1,3,0,0,0,0
ENSG00000284512,1,32,14,3,6,5,10
ENSG00000284513,1,16,8,0,0,0,0
ENSG00000284516,1,15,23,5,8,1,1
ENSG00000284517,0,0,0,0,0,0,0
ENSG00000284518,1,0,0,0,0,0,0
ENSG00000284519,0,0,0,0,0,0,0
ENSG00000284520,0,0,0,0,0,0,0
ENSG00000284522,1,8,21,0,0,0,0
ENSG00000284523,1,64,20,10,8,7,7
ENSG00000284525,0,0,0,0,0,0,0
ENSG00000284526,0,18,20,0,0,3,1
ENSG00000284532,0,0,0,0,0,0,0
ENSG00000284534,0,4,3,0,0,0,0
ENSG00000284535,0,0,0,0,0,0,0
ENSG00000284536,0,0,0,0,0,0,0
ENSG00000284538,0,0,0,0,0,0,0
ENSG00000284540,0,5,3,2,0,0,5
ENSG00000284541,0,0,0,0,0,0,0
ENSG00000284542,0,0,0,0,0,0,0
ENSG00000284543,4,82,56,0,0,0,0
ENSG00000284544,0,0,0,0,0,0,0
ENSG00000284546,0,26,18,0,0,0,0
ENSG00000284547,0,0,0,0,0,0,0
ENSG00000284550,0,1,0,0,0,0,0
ENSG00000284553,0,0,0,0,0,0,0
ENSG00000284554,0,0,0,0,0,0,0
ENSG00000284557,0,0,0,0,0,0,0
ENSG00000284558,0,6,3,0,0,0,0
ENSG00000284564,0,0,0,0,0,0,0
ENSG00000284565,0,0,0,0,0,0,0
ENSG00000284567,0,0,0,0,0,0,0
ENSG00000284568,0,0,0,0,0,0,0
ENSG00000284570,0,0,0,0,0,0,0
ENSG00000284572,0,14,0,0,0,0,0
ENSG00000284574,0,0,0,0,0,0,0
ENSG00000284575,0,0,0,0,0,0,0
ENSG00000284583,0,0,0,0,0,0,0
ENSG00000284584,0,0,0,0,0,0,0
ENSG00000284585,0,0,1,0,0,0,0
ENSG00000284586,0,0,0,0,0,0,0
ENSG00000284587,0,0,0,0,0,0,0
ENSG00000284591,2,6,21,0,0,0,0
ENSG00000284592,0,15,5,0,0,0,0
ENSG00000284594,0,1,3,1,0,0,0
ENSG00000284595,0,0,0,0,0,0,0
ENSG00000284596,0,0,0,0,0,0,0
ENSG00000284600,0,48,68,0,0,0,0
ENSG00000284601,0,72,88,0,0,1,0
ENSG00000284602,40,18,22,44,22,28,47
ENSG00000284603,0,0,0,0,0,0,0
ENSG00000284604,0,0,0,0,0,0,0
ENSG00000284605,1,50,98,3,6,3,0
ENSG00000284606,1,10,11,3,5,0,2
ENSG00000284607,1,37,14,2,0,3,0
ENSG00000284608,0,0,0,0,0,0,0
ENSG00000284609,1,34,31,0,0,0,0
ENSG00000284610,3,47,42,1,0,2,7
ENSG00000284611,0,10,8,0,0,0,0
ENSG00000284612,3,88,19,0,2,0,0
ENSG00000284613,0,0,0,0,0,0,0
ENSG00000284614,0,1,3,0,1,1,1
ENSG00000284615,0,3,10,0,0,1,0
ENSG00000284616,0,14,5,0,0,0,0
ENSG00000284617,0,4,3,0,0,0,0
ENSG00000284618,2,113,163,0,1,1,0
ENSG00000284619,0,13,15,0,0,0,0
ENSG00000284620,5,16,17,16,50,7,27
ENSG00000284621,0,3,1,0,0,0,3
ENSG00000284622,0,6,1,0,1,1,0
ENSG00000284623,0,60,100,0,0,0,0
ENSG00000284624,5,22,9,2,1,21,3
ENSG00000284625,0,6,7,0,0,0,0
ENSG00000284626,0,6,3,2,0,0,0
ENSG00000284627,0,0,0,0,0,0,0
ENSG00000284628,0,0,0,0,0,0,0
ENSG00000284629,0,8,5,0,0,0,0
ENSG00000284630,0,2,1,9,2,15,13
ENSG00000284631,0,28,34,0,0,0,0
ENSG00000284632,6,38,16,0,0,0,0
ENSG00000284633,3,159,245,1,0,0,0
ENSG00000284634,3,52,49,33,20,18,28
ENSG00000284635,1,44,21,0,0,0,0
ENSG00000284636,0,6,4,0,0,0,0
ENSG00000284637,0,0,0,1,0,0,0
ENSG00000284638,0,6,7,1,1,1,3
ENSG00000284639,0,0,0,0,0,0,0
ENSG00000284640,3,17,2,6,2,1,2
ENSG00000284641,0,38,41,0,0,0,0
ENSG00000284642,1,74,51,7,10,6,19
ENSG00000284643,0,20,8,0,0,0,0
ENSG00000284644,0,0,0,0,0,0,0
ENSG00000284645,0,10,7,0,0,0,0
ENSG00000284646,1,25,48,0,0,0,0
ENSG00000284648,0,6,7,0,0,0,0
ENSG00000284649,1,17,9,4,0,5,2
ENSG00000284650,0,42,8,0,0,0,0
ENSG00000284651,0,3,2,2,0,3,6
ENSG00000284652,1,19,16,0,2,0,1
ENSG00000284653,2,32,29,0,0,0,0
ENSG00000284654,0,4,7,3,8,10,6
ENSG00000284655,0,0,1,0,1,0,0
ENSG00000284656,5,119,124,0,0,0,0
ENSG00000284657,8,15,17,13,7,11,18
ENSG00000284658,0,2,0,0,0,0,0
ENSG00000284659,0,3,4,0,0,0,0
ENSG00000284660,0,0,0,0,0,0,0
ENSG00000284661,0,0,1,0,0,0,0
ENSG00000284662,0,0,0,0,0,0,0
ENSG00000284663,0,0,0,0,0,0,0
ENSG00000284664,10,23,23,28,60,38,57
ENSG00000284665,0,17,8,0,0,0,0
ENSG00000284666,0,10,3,0,0,0,0
ENSG00000284667,0,4,8,0,0,0,0
ENSG00000284668,1,55,35,0,0,0,0
ENSG00000284669,230,82,120,404,202,187,218
ENSG00000284670,1,3,5,0,3,5,10
ENSG00000284671,0,4,6,10,4,4,4
ENSG00000284672,0,1,3,0,1,1,1
ENSG00000284673,0,0,0,0,0,0,0
ENSG00000284674,0,15,2,0,0,0,0
ENSG00000284675,8,22,2,0,0,0,1
ENSG00000284676,2,31,13,0,0,0,0
ENSG00000284677,1,35,20,3,2,4,2
ENSG00000284678,1,18,25,2,2,1,1
ENSG00000284679,0,1,1,0,0,0,0
ENSG00000284680,0,11,11,0,0,0,0
ENSG00000284682,0,0,2,0,0,0,0
ENSG00000284684,0,0,0,0,0,0,0
ENSG00000284685,6,62,36,39,24,35,48
ENSG00000284686,0,10,25,0,5,0,0
ENSG00000284687,0,0,0,0,0,0,0
ENSG00000284688,0,6,3,4,1,0,1
ENSG00000284689,0,10,16,1,0,0,0
ENSG00000284690,0,10,3,0,0,0,0
ENSG00000284691,73,90,175,3206,2868,2179,3580
ENSG00000284692,0,34,20,0,0,0,0
ENSG00000284693,3,44,27,11,8,3,5
ENSG00000284694,4,125,47,0,0,0,0
ENSG00000284695,0,0,1,0,0,0,0
