ensembl_gene_id,naiveB_S3R1,naiveB_S3R2,naiveB_S3R3
ENSG00000189320,0,0,0
ENSG00000128606,3,1,4
ENSG00000059377,11,17,17
ENSG00000286407,3,1,0
ENSG00000231419,0,0,0
ENSG00000220575,0,0,0
ENSG00000283339,0,0,0
ENSG00000228944,0,0,0
ENSG00000219445,1,0,0
ENSG00000225018,1,1,0
ENSG00000106018,0,0,0
ENSG00000267052,0,3,0
ENSG00000236195,0,0,0
ENSG00000230941,0,0,0
ENSG00000287184,0,0,0
ENSG00000240499,0,0,0
ENSG00000215018,17,24,1
ENSG00000224104,0,0,0
ENSG00000229435,0,0,0
ENSG00000228806,0,0,0
ENSG00000213291,3,1,2
ENSG00000199023,2,1,2
ENSG00000202039,0,0,0
ENSG00000206895,0,0,0
ENSG00000201990,0,0,0
ENSG00000207217,0,0,0
ENSG00000240718,4,17,0
ENSG00000252929,0,1,0
ENSG00000264474,0,0,0
ENSG00000266287,0,0,0
ENSG00000212422,0,0,0
ENSG00000201218,0,0,0
ENSG00000201747,4,4,3
ENSG00000199470,1,0,0
ENSG00000252374,0,0,0
ENSG00000201774,0,0,0
ENSG00000222974,0,0,0
ENSG00000278569,1,2,0
ENSG00000199473,0,0,0
ENSG00000265932,3,10,0
ENSG00000195024,0,0,0
ENSG00000200753,0,0,0
ENSG00000221783,4,0,1
ENSG00000243633,0,0,0
ENSG00000252041,0,0,0
ENSG00000212264,0,0,0
ENSG00000202233,0,0,0
ENSG00000206877,0,0,0
ENSG00000283618,0,0,0
ENSG00000207771,0,0,0
ENSG00000283237,0,0,0
ENSG00000206623,4,3,1
ENSG00000251999,0,0,0
ENSG00000199085,0,0,0
ENSG00000202431,0,0,0
ENSG00000201432,0,0,0
ENSG00000207573,0,0,0
ENSG00000283461,0,0,0
ENSG00000241756,0,0,0
ENSG00000242653,0,0,0
ENSG00000206947,0,0,0
ENSG00000221325,3,2,0
ENSG00000222869,0,0,0
ENSG00000200113,42,14,5
ENSG00000201566,2,7,23
ENSG00000200456,0,0,0
ENSG00000264069,0,0,0
ENSG00000252983,0,0,0
ENSG00000223258,0,0,0
ENSG00000206838,1,6,1
ENSG00000201772,1,13,0
ENSG00000200656,0,0,0
ENSG00000277184,0,0,0
ENSG00000222154,0,0,0
ENSG00000242650,0,0,0
ENSG00000201133,0,0,0
ENSG00000252857,0,0,0
ENSG00000275853,0,1,0
ENSG00000222355,0,0,0
ENSG00000199629,0,0,0
ENSG00000206603,0,2,4
ENSG00000207168,0,0,0
ENSG00000200815,2,10,4
ENSG00000206729,0,0,0
ENSG00000200471,0,0,0
ENSG00000223330,0,0,0
ENSG00000202296,0,0,0
ENSG00000253028,0,0,0
ENSG00000207443,0,0,0
ENSG00000199231,0,0,0
ENSG00000206634,6,7,1
ENSG00000206785,0,0,0
ENSG00000265214,0,0,0
ENSG00000200670,0,0,0
ENSG00000252423,0,0,0
ENSG00000222428,0,0,0
ENSG00000266525,0,0,0
ENSG00000201014,0,0,0
ENSG00000201560,0,0,0
ENSG00000200189,0,0,0
ENSG00000200857,0,0,0
ENSG00000252126,0,0,0
ENSG00000265878,0,0,0
ENSG00000283278,0,0,0
ENSG00000199940,0,0,0
ENSG00000275878,0,3,0
ENSG00000200786,0,0,0
ENSG00000244392,0,0,0
ENSG00000206818,0,0,0
ENSG00000200397,74,113,12
ENSG00000278236,67,47,4
ENSG00000240347,0,0,0
ENSG00000239075,0,2,0
ENSG00000206763,0,0,2
ENSG00000222220,0,0,0
ENSG00000265423,0,0,0
ENSG00000222870,0,0,0
ENSG00000201607,0,0,2
ENSG00000239030,0,0,0
ENSG00000199475,0,0,0
ENSG00000266318,0,1,0
ENSG00000266668,0,0,0
ENSG00000202281,0,0,0
ENSG00000207045,0,0,0
ENSG00000207115,0,0,0
ENSG00000266794,0,0,0
ENSG00000277946,0,0,0
ENSG00000199711,0,0,0
ENSG00000252872,0,0,0
ENSG00000274409,0,0,0
ENSG00000208025,3,2,2
ENSG00000277124,0,0,0
ENSG00000274709,0,0,0
ENSG00000207094,0,0,0
ENSG00000242101,0,0,0
ENSG00000244318,0,0,0
ENSG00000207454,0,0,0
ENSG00000280404,0,0,0
ENSG00000280004,0,0,0
ENSG00000279724,2,0,0
ENSG00000252824,0,0,0
ENSG00000251978,0,0,0
ENSG00000199224,0,0,0
ENSG00000252643,0,0,0
ENSG00000238324,1,6,2
ENSG00000202377,0,0,0
ENSG00000252023,0,2,0
ENSG00000252704,0,0,0
ENSG00000212628,17,2,2
ENSG00000207705,0,0,0
ENSG00000238832,0,20,2
ENSG00000207090,36,0,4
ENSG00000264425,0,0,0
ENSG00000207588,1,4,0
ENSG00000222966,0,0,0
ENSG00000222346,0,0,0
ENSG00000207692,0,0,0
ENSG00000213167,0,0,0
ENSG00000207691,0,0,0
ENSG00000207990,0,0,0
ENSG00000271739,0,0,0
ENSG00000199158,0,0,0
ENSG00000202225,0,0,0
ENSG00000199516,0,0,0
ENSG00000201109,0,1,0
ENSG00000199627,0,0,0
ENSG00000284032,1,0,0
ENSG00000283797,0,0,0
ENSG00000212238,0,0,0
ENSG00000276137,0,1,0
ENSG00000284135,0,0,0
ENSG00000199700,15,10,30
ENSG00000201465,0,0,0
ENSG00000272393,0,0,0
ENSG00000252820,0,0,0
ENSG00000212303,0,0,0
ENSG00000239021,0,0,0
ENSG00000199971,0,0,0
ENSG00000222514,0,0,0
ENSG00000284028,0,0,0
ENSG00000206705,0,0,0
ENSG00000252332,0,0,0
ENSG00000199846,0,0,0
ENSG00000199764,0,0,0
ENSG00000212153,0,0,0
ENSG00000199283,0,0,0
ENSG00000223212,0,0,0
ENSG00000223113,0,0,0
ENSG00000202472,0,0,0
ENSG00000252188,0,0,0
ENSG00000251728,2,14,3
ENSG00000241959,0,13,2
ENSG00000212590,0,0,0
ENSG00000201066,0,0,0
ENSG00000252523,0,0,0
ENSG00000285912,0,0,0
ENSG00000244328,0,0,0
ENSG00000222941,0,0,0
ENSG00000265598,0,0,0
ENSG00000200673,0,0,0
ENSG00000265810,0,0,0
ENSG00000212219,0,0,0
ENSG00000240877,1,1,1
ENSG00000207960,0,0,0
ENSG00000207637,0,0,0
ENSG00000273444,0,1,4
ENSG00000270577,1,0,0
ENSG00000168303,106,265,135
ENSG00000199273,0,0,0
ENSG00000248711,2,3,0
ENSG00000203446,0,0,0
ENSG00000227658,11,0,0
ENSG00000105856,2496,3392,798
ENSG00000272072,336,214,83
ENSG00000228341,11,0,1
ENSG00000172209,48,15,11
ENSG00000154415,0,0,1
ENSG00000236580,0,0,0
ENSG00000224595,0,0,0
ENSG00000282859,0,0,0
ENSG00000202334,0,0,0
ENSG00000272230,0,0,0
ENSG00000204960,0,0,0
ENSG00000218672,0,0,0
ENSG00000260426,0,0,0
ENSG00000288051,0,0,0
ENSG00000236544,0,0,0
ENSG00000164778,0,0,0
ENSG00000227365,0,1,0
ENSG00000175741,1,3,0
ENSG00000242855,1,0,0
ENSG00000259826,60,24,12
ENSG00000175600,32,29,0
ENSG00000232458,0,2,1
ENSG00000224017,0,1,0
ENSG00000240031,0,0,0
ENSG00000244292,0,0,0
ENSG00000258227,5,4,1
ENSG00000257138,0,0,0
ENSG00000237621,0,1,0
ENSG00000207214,0,0,0
ENSG00000279419,0,0,0
ENSG00000170775,0,2,0
ENSG00000275356,0,0,0
ENSG00000231087,1,1,0
ENSG00000225703,1,1,0
ENSG00000201885,1,0,0
ENSG00000201959,0,0,0
ENSG00000259628,0,0,0
ENSG00000225726,27,10,11
ENSG00000213542,3,10,2
ENSG00000265479,10,9,0
ENSG00000186704,0,0,0
ENSG00000242435,0,0,0
ENSG00000241350,0,0,0
ENSG00000233448,0,0,0
ENSG00000272968,0,0,0
ENSG00000270822,5,2,0
ENSG00000273313,0,0,0
ENSG00000272595,0,0,0
ENSG00000159904,3,2,0
ENSG00000196204,138,92,19
ENSG00000288620,0,0,0
ENSG00000288633,0,0,0
ENSG00000168090,367,461,114
ENSG00000166508,308,902,132
ENSG00000207547,0,5,0
ENSG00000207757,0,5,0
ENSG00000208036,0,3,2
ENSG00000221838,93,27,10
ENSG00000242798,0,1,0
ENSG00000166997,62,64,12
ENSG00000214309,18,22,0
ENSG00000235077,4,3,1
ENSG00000214142,0,0,2
ENSG00000146826,105,386,158
ENSG00000284518,0,0,2
ENSG00000197093,9,29,8
ENSG00000213420,4,14,38
ENSG00000213413,2,18,0
ENSG00000201913,0,1,0
ENSG00000242294,41,90,48
ENSG00000272752,0,0,0
ENSG00000235333,0,0,0
ENSG00000284012,0,0,0
ENSG00000085514,10,73,14
ENSG00000287631,0,1,1
ENSG00000146834,170,414,118
ENSG00000241357,1,3,1
ENSG00000160813,48,89,17
ENSG00000240211,0,5,17
ENSG00000185955,2,3,2
ENSG00000166925,95,136,19
ENSG00000286938,0,0,0
ENSG00000166526,364,433,130
ENSG00000207204,0,0,0
ENSG00000266019,19,8,23
ENSG00000286305,29,42,12
ENSG00000238109,20,34,5
ENSG00000284840,0,0,0
ENSG00000196367,2035,2455,552
ENSG00000188693,48,2,0
ENSG00000243107,46,63,41
ENSG00000200769,0,0,0
ENSG00000221520,0,4,1
ENSG00000230101,1,0,0
ENSG00000122786,0,5,13
ENSG00000286458,3,0,0
ENSG00000235427,0,0,0
ENSG00000105810,416,796,444
ENSG00000164500,0,0,0
ENSG00000122778,0,6,1
ENSG00000173452,3,2,0
ENSG00000136235,6,0,2
ENSG00000086300,711,1108,465
ENSG00000004864,276,255,60
ENSG00000106246,57,164,29
ENSG00000127364,29,19,15
ENSG00000136280,423,483,89
ENSG00000127377,0,0,0
ENSG00000146757,2348,2990,1168
ENSG00000187260,38,21,8
ENSG00000202406,0,0,0
ENSG00000226851,1,7,0
ENSG00000230999,0,2,2
ENSG00000232922,0,0,0
ENSG00000236232,0,2,1
ENSG00000006652,941,930,223
ENSG00000180019,2,12,8
ENSG00000288634,0,0,0
ENSG00000181016,4,7,2
ENSG00000182965,0,1,1
ENSG00000164867,14,7,1
ENSG00000243433,7,0,5
ENSG00000213199,5,9,6
ENSG00000164885,15,39,4
ENSG00000288608,0,0,0
ENSG00000244151,0,9,0
ENSG00000164897,45,37,19
ENSG00000133612,58,8,8
ENSG00000146926,0,0,0
ENSG00000278685,0,1,0
ENSG00000033050,185,220,43
ENSG00000272661,0,0,0
ENSG00000287032,25,74,31
ENSG00000122557,771,1129,363
ENSG00000271122,193,103,36
ENSG00000227544,19,13,6
ENSG00000232736,0,6,0
ENSG00000274328,4,1,0
ENSG00000187257,658,1162,323
ENSG00000135211,72,106,31
ENSG00000006576,1572,1487,1160
ENSG00000222432,1,4,0
ENSG00000232756,50,12,0
ENSG00000281008,0,0,0
ENSG00000280958,0,0,0
ENSG00000231322,0,0,0
ENSG00000285892,0,5,0
ENSG00000226230,0,0,0
ENSG00000251276,0,0,0
ENSG00000226978,0,0,0
ENSG00000212545,0,0,0
ENSG00000229110,0,0,0
ENSG00000281120,0,0,0
ENSG00000286855,0,0,0
ENSG00000212482,0,0,0
ENSG00000222024,0,0,0
ENSG00000226285,0,0,0
ENSG00000187391,2,13,7
ENSG00000006625,60,56,12
ENSG00000281039,0,0,0
ENSG00000244480,3,25,9
ENSG00000264520,9,16,0
ENSG00000226874,12,14,5
ENSG00000263683,0,0,0
ENSG00000106113,0,15,0
ENSG00000106105,1003,1498,626
ENSG00000227172,0,1,1
ENSG00000241127,43,70,49
ENSG00000236015,0,9,1
ENSG00000231951,0,0,0
ENSG00000106540,0,0,0
ENSG00000287584,12,38,11
ENSG00000006451,321,248,74
ENSG00000228554,26,12,2
ENSG00000252480,0,0,0
ENSG00000270797,0,0,0
ENSG00000226220,0,1,0
ENSG00000231198,0,0,0
ENSG00000233225,1,0,0
ENSG00000188185,142,250,41
ENSG00000208014,0,0,0
ENSG00000207656,0,0,0
ENSG00000004948,0,1,1
ENSG00000257335,0,8,0
ENSG00000106536,1,1,0
ENSG00000130429,29,55,8
ENSG00000271321,1,0,0
ENSG00000275400,0,0,0
ENSG00000232491,0,0,0
ENSG00000177418,0,0,0
ENSG00000225573,7,0,0
ENSG00000284461,1,0,0
ENSG00000272831,8,8,1
ENSG00000271064,44,18,9
ENSG00000232546,3,20,3
ENSG00000230295,16,29,4
ENSG00000212568,0,0,0
ENSG00000273142,152,131,17
ENSG00000179131,3,2,2
ENSG00000274135,0,3,0
ENSG00000106560,237,168,41
ENSG00000213203,161,22,8
ENSG00000281887,0,0,0
ENSG00000177590,0,0,1
ENSG00000241134,0,0,0
ENSG00000106565,1,0,0
ENSG00000002933,2,1,0
ENSG00000235945,31,17,43
ENSG00000252115,0,0,0
ENSG00000222150,0,0,0
ENSG00000227199,0,0,0
ENSG00000275359,0,0,0
ENSG00000277583,0,0,0
ENSG00000214188,11,1,5
ENSG00000288635,0,0,0
ENSG00000273596,0,0,0
ENSG00000273571,0,0,0
ENSG00000276100,0,0,0
ENSG00000274606,0,0,0
ENSG00000228368,8,0,0
ENSG00000213050,1,2,3
ENSG00000283923,0,0,0
ENSG00000226367,1,0,2
ENSG00000287829,0,0,1
ENSG00000274344,0,0,0
ENSG00000275054,0,0,0
ENSG00000227532,1,0,0
ENSG00000278526,0,0,0
ENSG00000278482,0,0,0
ENSG00000230785,0,0,0
ENSG00000224042,0,0,0
ENSG00000230605,0,0,0
ENSG00000201354,0,0,0
ENSG00000285904,1,7,0
ENSG00000240173,0,0,0
ENSG00000133597,186,124,29
ENSG00000090266,160,168,92
ENSG00000240889,19,24,4
ENSG00000157764,2975,3996,1542
ENSG00000271932,0,3,0
ENSG00000271611,0,1,0
ENSG00000242703,0,0,0
ENSG00000090263,152,139,44
ENSG00000105865,53,109,65
ENSG00000270992,0,0,0
ENSG00000158516,0,0,0
ENSG00000128510,0,1,0
ENSG00000091704,0,0,0
ENSG00000259920,0,0,0
ENSG00000272701,4,6,0
ENSG00000106484,54,74,16
ENSG00000277269,0,0,0
ENSG00000278055,0,0,0
ENSG00000274500,0,0,0
ENSG00000270823,1,2,2
ENSG00000199043,0,0,0
ENSG00000270953,19,8,5
ENSG00000276213,8,0,0
ENSG00000178234,402,431,210
ENSG00000229591,69,17,18
ENSG00000213188,8,7,3
ENSG00000270405,20,5,0
ENSG00000204894,0,6,0
ENSG00000241007,31,23,14
ENSG00000253088,0,1,5
ENSG00000241735,0,0,0
ENSG00000020219,0,0,0
ENSG00000261455,66,55,20
ENSG00000231139,0,0,0
ENSG00000225416,1,0,0
ENSG00000160917,154,275,58
ENSG00000228335,2,2,4
ENSG00000241468,160,117,38
ENSG00000198556,289,499,137
ENSG00000160908,628,1147,192
ENSG00000221909,20,68,41
ENSG00000197343,1586,3143,1123
ENSG00000272647,0,0,0
ENSG00000244219,0,2,1
ENSG00000197037,285,487,216
ENSG00000224448,0,5,0
ENSG00000106258,155,92,31
ENSG00000282277,0,0,0
ENSG00000160870,1,3,7
ENSG00000273407,0,0,1
ENSG00000261511,0,0,0
ENSG00000260445,0,0,0
ENSG00000260524,0,1,0
ENSG00000176402,3,0,0
ENSG00000280144,0,0,0
ENSG00000174469,1690,616,123
ENSG00000274127,0,0,0
ENSG00000274118,0,0,0
ENSG00000236795,0,0,0
ENSG00000226857,0,0,0
ENSG00000232391,0,0,0
ENSG00000221442,0,0,0
ENSG00000230190,0,0,0
ENSG00000270634,0,0,0
ENSG00000207318,0,0,0
ENSG00000251936,0,0,0
ENSG00000242266,0,0,0
ENSG00000199370,17,13,1
ENSG00000243374,0,0,0
ENSG00000274133,0,0,0
ENSG00000283504,0,0,0
ENSG00000283648,0,0,0
ENSG00000218586,1,2,1
ENSG00000224057,0,0,0
ENSG00000280890,0,0,0
ENSG00000237210,0,0,0
ENSG00000230564,0,0,0
ENSG00000230936,0,0,0
ENSG00000230882,0,1,0
ENSG00000251798,0,0,0
ENSG00000227038,4,1,0
ENSG00000224273,0,0,0
ENSG00000213549,0,0,0
ENSG00000228829,0,0,0
ENSG00000177679,0,0,0
ENSG00000170027,558,748,256
ENSG00000213548,0,0,0
ENSG00000146700,0,4,0
ENSG00000188372,4,0,1
ENSG00000233980,0,0,0
ENSG00000250614,0,4,0
ENSG00000106211,60,32,27
ENSG00000214960,1,10,8
ENSG00000224683,4,3,0
ENSG00000229688,4,2,1
ENSG00000171243,0,0,0
ENSG00000272537,0,0,0
ENSG00000205858,0,0,0
ENSG00000224280,1,1,0
ENSG00000272361,22,17,0
ENSG00000287799,1,1,1
ENSG00000272953,0,0,0
ENSG00000234432,0,0,0
ENSG00000273084,0,0,1
ENSG00000230733,0,0,0
ENSG00000207973,0,0,0
ENSG00000075624,21782,25395,8297
ENSG00000272719,0,0,0
ENSG00000228974,0,0,1
ENSG00000075618,1,8,0
ENSG00000237738,27,19,2
ENSG00000283419,0,1,1
ENSG00000082014,0,1,0
ENSG00000015520,8,3,0
ENSG00000135164,5655,7877,1917
ENSG00000106404,61,92,18
ENSG00000213265,0,2,0
ENSG00000196652,216,240,61
ENSG00000166448,6,2,0
ENSG00000002726,0,0,0
ENSG00000129103,432,430,92
ENSG00000011275,1089,1689,349
ENSG00000164542,13,20,16
ENSG00000106443,1018,877,400
ENSG00000157219,0,0,0
ENSG00000106477,70,73,24
ENSG00000229626,0,0,0
ENSG00000273055,9,0,5
ENSG00000238297,0,0,0
ENSG00000091136,458,371,202
ENSG00000188707,85,93,16
ENSG00000127399,19,41,10
ENSG00000261305,0,9,1
ENSG00000106538,0,5,0
ENSG00000240449,3,9,1
ENSG00000227073,3,2,0
ENSG00000155561,1087,1488,323
ENSG00000271414,0,1,0
ENSG00000223718,0,1,0
ENSG00000238906,0,0,0
ENSG00000136193,724,1160,407
ENSG00000227014,4,14,5
ENSG00000106080,3,88,35
ENSG00000231519,1,9,0
ENSG00000106624,177,204,70
ENSG00000284412,0,0,0
ENSG00000252848,0,0,0
ENSG00000106631,0,0,0
ENSG00000176428,0,1,0
ENSG00000176410,20,47,36
ENSG00000071462,799,959,427
ENSG00000106089,9,14,2
ENSG00000265724,0,0,0
ENSG00000241709,0,0,0
ENSG00000225969,8,0,0
ENSG00000165215,0,0,0
ENSG00000165171,0,5,0
ENSG00000175877,0,0,0
ENSG00000261467,0,0,0
ENSG00000272915,0,0,0
ENSG00000106344,653,820,284
ENSG00000242261,0,0,0
ENSG00000238750,0,0,0
ENSG00000224940,0,1,0
ENSG00000106348,28,70,20
ENSG00000228700,0,0,0
ENSG00000238590,0,0,0
ENSG00000273184,0,0,0
ENSG00000135245,81,21,22
ENSG00000240758,0,0,0
ENSG00000272601,0,0,0
ENSG00000165055,112,157,26
ENSG00000276988,0,0,0
ENSG00000273270,14,31,9
ENSG00000213280,11,1,4
ENSG00000221510,4,6,0
ENSG00000239480,0,6,8
ENSG00000160993,63,44,11
ENSG00000161036,90,133,18
ENSG00000284176,0,0,0
ENSG00000284596,0,0,0
ENSG00000170667,12,18,3
ENSG00000168255,15,36,7
ENSG00000270249,0,0,0
ENSG00000279168,0,1,1
ENSG00000205236,0,0,0
ENSG00000267368,0,0,0
ENSG00000267645,0,0,0
ENSG00000228049,1,12,0
ENSG00000233297,3,1,0
ENSG00000286830,0,1,0
ENSG00000213385,1,5,0
ENSG00000225244,0,0,0
ENSG00000264426,0,0,0
ENSG00000189166,0,0,0
ENSG00000214668,0,0,0
ENSG00000229508,0,0,0
ENSG00000275061,0,0,0
ENSG00000286436,0,0,0
ENSG00000235095,0,0,0
ENSG00000283431,0,0,0
ENSG00000284474,0,0,0
ENSG00000283547,0,0,0
ENSG00000231537,0,0,0
ENSG00000283230,0,0,0
ENSG00000283481,0,0,0
ENSG00000225295,0,0,0
ENSG00000228440,0,0,0
ENSG00000283311,0,0,0
ENSG00000224880,0,0,0
ENSG00000224723,0,0,0
ENSG00000230764,0,0,0
ENSG00000237309,0,0,0
ENSG00000236692,1,1,1
ENSG00000284291,0,2,0
ENSG00000284098,0,0,0
ENSG00000283626,0,0,0
ENSG00000228851,0,0,0
ENSG00000284558,0,0,0
ENSG00000284221,0,1,0
ENSG00000227584,0,0,0
ENSG00000230531,0,0,0
ENSG00000284572,0,0,0
ENSG00000234671,0,0,0
ENSG00000169325,0,0,0
ENSG00000234089,0,1,0
ENSG00000238431,0,0,0
ENSG00000287517,0,0,0
ENSG00000274299,0,1,0
ENSG00000280225,0,0,0
ENSG00000260653,0,0,0
ENSG00000266168,0,0,0
ENSG00000227182,0,0,0
ENSG00000235368,0,0,0
ENSG00000284981,0,0,0
ENSG00000105792,18,12,1
ENSG00000207488,0,0,0
ENSG00000234459,0,1,0
ENSG00000225498,0,0,0
ENSG00000105793,475,546,312
ENSG00000280440,2,0,0
ENSG00000157224,17,20,15
ENSG00000273299,0,0,0
ENSG00000058091,2432,1440,576
ENSG00000223584,11,4,11
ENSG00000286411,187,34,44
ENSG00000226254,18,2,0
ENSG00000157240,22,3,4
ENSG00000225843,0,0,0
ENSG00000251154,0,0,0
ENSG00000225144,0,0,0
ENSG00000223436,0,0,0
ENSG00000183470,0,2,0
ENSG00000201009,0,0,0
ENSG00000225881,0,0,0
ENSG00000227197,42,30,11
ENSG00000105974,0,34,1
ENSG00000211717,0,0,0
ENSG00000211720,0,0,0
ENSG00000244661,0,0,0
ENSG00000229769,0,0,0
ENSG00000241657,0,0,0
ENSG00000211739,0,0,0
ENSG00000211721,0,0,0
ENSG00000253409,0,1,0
ENSG00000230099,0,0,0
ENSG00000211724,0,0,0
ENSG00000227550,0,0,0
ENSG00000211725,0,0,0
ENSG00000253188,0,0,0
ENSG00000211727,0,0,0
ENSG00000211728,0,0,0
ENSG00000253534,0,0,0
ENSG00000253291,0,0,0
ENSG00000211731,0,1,0
ENSG00000278030,2,0,0
ENSG00000276405,0,0,0
ENSG00000275791,0,0,0
ENSG00000276597,0,0,0
ENSG00000274752,0,0,0
ENSG00000276953,0,0,0
ENSG00000275158,3,0,0
ENSG00000105976,0,3,1
ENSG00000050344,213,320,169
ENSG00000122565,1409,1148,839
ENSG00000285860,0,1,0
ENSG00000232383,1,3,0
ENSG00000238284,0,0,0
ENSG00000229161,1,1,0
ENSG00000231539,0,0,0
ENSG00000261019,19,5,1
ENSG00000256646,0,0,1
ENSG00000106588,167,282,158
ENSG00000234983,0,0,0
ENSG00000106591,251,644,172
ENSG00000232006,1,2,1
ENSG00000201933,0,0,0
ENSG00000233025,33,14,11
ENSG00000224415,7,9,8
ENSG00000236848,4,0,3
ENSG00000279482,0,1,3
ENSG00000237632,0,0,0
ENSG00000105821,552,1047,725
ENSG00000235354,13,12,1
ENSG00000170615,0,0,0
ENSG00000251852,0,0,0
ENSG00000252047,0,0,0
ENSG00000234715,0,0,0
ENSG00000222386,0,4,0
ENSG00000232415,0,0,0
ENSG00000106683,41,56,22
ENSG00000207741,31,53,2
ENSG00000105819,1350,1832,372
ENSG00000161057,389,998,367
ENSG00000273623,0,0,0
ENSG00000276185,0,0,0
ENSG00000005469,351,429,143
ENSG00000005471,1059,1861,275
ENSG00000085563,232,655,85
ENSG00000231956,3,11,0
ENSG00000228596,0,0,0
ENSG00000196262,2568,3974,952
ENSG00000105968,1461,2073,597
ENSG00000234183,5,0,1
ENSG00000146676,646,1375,540
ENSG00000284261,0,0,0
ENSG00000272768,31,4,6
ENSG00000230160,0,0,0
ENSG00000228903,7,15,10
ENSG00000235314,7,10,0
ENSG00000136279,2360,3349,933
ENSG00000284067,0,0,0
ENSG00000164708,0,0,0
ENSG00000239775,0,0,0
ENSG00000122678,533,536,131
ENSG00000283969,0,0,0
ENSG00000106636,285,573,230
ENSG00000221393,0,0,0
ENSG00000225000,57,9,2
ENSG00000222164,24,4,2
ENSG00000226522,1,1,3
ENSG00000232492,18,2,9
ENSG00000250990,2,1,0
ENSG00000127951,180,123,99
ENSG00000146535,1135,1834,375
ENSG00000231357,8,38,13
ENSG00000237286,82,52,23
ENSG00000201794,0,3,4
ENSG00000086730,1527,1623,430
ENSG00000049541,68,119,15
ENSG00000106665,76,86,23
ENSG00000238391,0,0,0
ENSG00000198286,427,673,179
ENSG00000122641,0,2,0
ENSG00000224116,19,0,0
ENSG00000213721,0,0,0
ENSG00000287672,0,26,6
ENSG00000250591,0,0,0
ENSG00000243661,0,0,0
ENSG00000282431,0,0,0
ENSG00000282320,0,0,0
ENSG00000282420,0,0,0
ENSG00000282133,0,0,0
ENSG00000281958,0,0,0
ENSG00000282173,0,0,0
ENSG00000282780,0,0,0
ENSG00000211751,24,26,10
ENSG00000211764,1,4,0
ENSG00000211765,0,3,0
ENSG00000211766,18,46,14
ENSG00000211767,46,72,5
ENSG00000211768,2,4,0
ENSG00000211769,11,2,0
ENSG00000211770,3,11,0
ENSG00000211771,2,9,0
ENSG00000211772,1380,1406,580
ENSG00000237254,5,4,8
ENSG00000106123,171,182,51
ENSG00000165125,4,5,0
ENSG00000224970,0,0,0
ENSG00000286569,1,1,0
ENSG00000127412,0,4,0
ENSG00000197993,6,12,0
ENSG00000239293,0,0,0
ENSG00000179420,1,0,1
ENSG00000159763,0,0,0
ENSG00000165131,0,0,0
ENSG00000223595,0,0,0
ENSG00000164675,1,6,4
ENSG00000232524,0,0,0
ENSG00000207338,0,0,0
ENSG00000128609,459,798,554
ENSG00000230442,0,2,0
ENSG00000170807,78,35,27
ENSG00000106299,317,615,241
ENSG00000272686,32,32,9
ENSG00000201104,0,0,0
ENSG00000228211,1,0,0
ENSG00000106302,0,0,0
ENSG00000106333,11,25,3
ENSG00000106330,19,72,13
ENSG00000106327,8,14,1
ENSG00000077080,1,0,0
ENSG00000172354,79,148,72
ENSG00000172336,14,24,10
ENSG00000130427,1,3,0
ENSG00000146839,0,1,0
ENSG00000196411,25,35,9
ENSG00000263672,0,0,0
ENSG00000146828,354,455,126
ENSG00000087077,4,71,16
ENSG00000283821,0,0,0
ENSG00000087087,405,640,201
ENSG00000176125,0,3,0
ENSG00000239825,0,0,0
ENSG00000235926,0,0,1
ENSG00000146830,257,523,122
ENSG00000231183,0,0,0
ENSG00000202273,0,0,0
ENSG00000178397,146,261,45
ENSG00000286075,0,0,0
ENSG00000274319,0,0,0
ENSG00000136238,1113,1155,608
ENSG00000164535,174,312,70
ENSG00000136240,372,444,145
ENSG00000231359,0,0,0
ENSG00000164889,55,120,20
ENSG00000281896,0,0,0
ENSG00000223189,2,5,0
ENSG00000243302,123,138,24
ENSG00000230715,36,27,8
ENSG00000229413,0,1,0
ENSG00000243679,60,59,10
ENSG00000281490,3,17,2
ENSG00000271553,103,28,10
ENSG00000241493,0,1,0
ENSG00000271344,0,1,0
ENSG00000239722,0,0,0
ENSG00000201041,0,0,0
ENSG00000252866,0,0,0
ENSG00000128595,411,492,186
ENSG00000244218,9,11,3
ENSG00000128596,6,12,3
ENSG00000242902,0,0,0
ENSG00000128524,427,201,81
ENSG00000272899,0,8,1
ENSG00000224163,0,0,0
ENSG00000128604,259,192,67
ENSG00000275106,6,48,10
ENSG00000242241,7,11,9
ENSG00000244556,17,58,15
ENSG00000230359,20,16,6
ENSG00000242162,0,0,0
ENSG00000241102,0,0,1
ENSG00000241573,0,0,0
ENSG00000240416,0,0,0
ENSG00000230626,0,0,0
ENSG00000158457,568,1048,336
ENSG00000200629,67,41,41
ENSG00000128602,23,9,1
ENSG00000243230,0,0,0
ENSG00000106571,0,3,0
ENSG00000136247,81,95,11
ENSG00000170419,0,0,0
ENSG00000105926,3267,1750,535
ENSG00000136267,0,1,0
ENSG00000004866,84,20,9
ENSG00000128591,1,0,1
ENSG00000122566,12543,18957,11227
ENSG00000164597,913,1048,282
ENSG00000197150,53,176,32
ENSG00000154710,68,31,2
ENSG00000075790,31,24,19
ENSG00000010270,332,328,72
ENSG00000146833,678,871,239
ENSG00000158525,0,0,0
ENSG00000266265,22,5,2
ENSG00000243335,268,339,83
ENSG00000180535,14,0,0
