"genes","naiveB_S1R1","naiveB_S1R2","naiveB_S1R3","naiveB_S1R4","naiveB_S2R1","naiveB_S2R2","naiveB_S2R3","naiveB_S2R4","naiveB_S3R1","naiveB_S3R2","naiveB_S3R3"
"ENSG00000284676","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000284677","0","0","0","1","2","0","3","2","0","3","4"
"ENSG00000284678","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000284679","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284680","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284682","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000284684","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284685","1","6","0","19","4","10","7","21","4","9","4"
"ENSG00000284686","0","0","0","0","3","3","1","0","1","0","0"
"ENSG00000284687","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284688","0","0","0","0","1","5","0","0","0","0","0"
"ENSG00000284689","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000284690","196","250","0","0","16","9","60","89","0","0","0"
"ENSG00000284691","28","221","1006","100","408","307","218","258","268","368","65"
"ENSG00000284692","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000284693","0","0","0","28","2","0","2","0","4","1","0"
"ENSG00000284694","2","0","0","1","0","0","0","0","0","0","0"
"ENSG00000284695","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284696","0","0","1","90","0","0","0","0","0","0","2"
"ENSG00000284697","0","0","0","0","0","11","0","2","20","0","2"
"ENSG00000284698","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284699","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284700","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284701","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284702","0","0","0","14","0","0","0","0","0","0","0"
"ENSG00000284703","0","0","0","95","1","0","0","21","0","1","0"
"ENSG00000284704","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284705","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284706","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284707","18","92","20","135","23","15","29","13","8","9","2"
"ENSG00000284708","0","0","0","3","0","0","0","0","4","0","0"
"ENSG00000284709","0","0","0","0","0","2","0","0","3","1","0"
"ENSG00000284710","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284711","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000284713","0","0","0","1","0","0","0","0","0","0","1"
"ENSG00000284715","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284716","0","0","40","2","0","0","3","9","0","0","0"
"ENSG00000284717","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000284718","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284719","0","94","0","0","30","14","3","9","8","13","7"
"ENSG00000284720","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284721","0","0","0","44","0","0","0","0","1","0","0"
"ENSG00000284722","1","1","1","8","0","0","0","0","0","2","1"
"ENSG00000284723","0","0","0","6","0","0","0","0","3","3","1"
"ENSG00000284724","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284725","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284726","0","0","0","0","3","18","0","5","1","0","1"
"ENSG00000284727","0","0","1","0","0","0","0","0","1","0","0"
"ENSG00000284728","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284730","0","0","0","0","0","0","2","0","0","1","0"
"ENSG00000284731","0","0","0","0","0","0","1","0","0","0","0"
"ENSG00000284732","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284733","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284734","5","0","0","0","6","7","2","8","0","18","3"
"ENSG00000284735","0","0","0","5","2","2","5","0","2","3","2"
"ENSG00000284736","0","0","0","0","0","0","3","0","0","0","0"
"ENSG00000284738","0","0","0","0","7","18","7","2","3","13","2"
"ENSG00000284739","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284740","1","0","0","0","0","1","0","1","0","0","0"
"ENSG00000284742","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284743","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284744","0","0","2","3","0","0","0","0","0","2","0"
"ENSG00000284745","0","0","522","1","0","0","0","0","0","0","0"
"ENSG00000284746","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284747","0","5","24","31","21","16","7","13","1","37","2"
"ENSG00000284748","0","0","0","0","0","0","0","1","11","0","0"
"ENSG00000284753","0","56","0","0","1","8","1","17","3","3","0"
"ENSG00000284762","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284763","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284770","0","1","183","44","107","18","16","29","143","98","17"
"ENSG00000284772","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284773","99","0","0","95","25","0","3","0","4","49","19"
"ENSG00000284776","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284779","0","0","149","0","0","0","0","0","0","0","0"
"ENSG00000284783","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284788","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284791","0","0","0","0","0","0","0","0","3","0","0"
"ENSG00000284797","0","0","0","0","0","0","0","0","13","2","2"
"ENSG00000284800","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284803","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284808","0","0","1","0","0","0","0","0","1","0","0"
"ENSG00000284809","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284820","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000284823","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284825","8","11","0","0","55","34","41","31","79","81","10"
"ENSG00000284829","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284830","0","1","50","0","10","0","22","0","35","10","1"
"ENSG00000284834","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284837","0","0","174","0","0","0","0","0","0","0","0"
"ENSG00000284839","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284840","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284842","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284844","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284846","0","0","0","28","0","0","0","0","0","1","2"
"ENSG00000284847","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284848","0","1","461","0","0","0","0","0","0","0","0"
"ENSG00000284858","0","0","0","2","0","0","0","0","0","1","0"
"ENSG00000284862","0","4","4","3","5","0","1","2","10","16","25"
"ENSG00000284867","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284873","0","0","14","0","0","0","0","0","0","0","0"
"ENSG00000284874","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284876","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284879","12","17","0","8","2","4","2","0","0","23","0"
"ENSG00000284882","0","87","0","129","8","0","7","11","14","25","9"
"ENSG00000284883","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284892","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284895","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284902","0","0","0","0","2","0","6","0","0","2","9"
"ENSG00000284906","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284914","1","0","0","0","5","18","3","3","49","24","2"
"ENSG00000284917","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284922","22","20","0","0","1","5","3","3","11","6","0"
"ENSG00000284928","0","0","1","6","0","0","0","0","0","0","0"
"ENSG00000284930","0","0","0","0","0","0","0","33","0","0","0"
"ENSG00000284931","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284932","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284934","16","5","74","113","0","0","0","1","1","0","1"
"ENSG00000284946","0","0","0","0","10","22","18","18","37","42","7"
"ENSG00000284948","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000284951","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284952","0","1","0","33","0","0","1","0","0","0","0"
"ENSG00000284954","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000284956","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284957","0","0","6","6","6","0","3","0","6","9","5"
"ENSG00000284959","0","0","1","0","4","5","6","0","10","2","3"
"ENSG00000284962","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284964","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284966","0","16","0","116","0","0","0","0","23","29","2"
"ENSG00000284968","0","0","0","31","18","0","7","4","15","18","9"
"ENSG00000284969","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000284976","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284977","0","0","4","95","1","0","0","0","0","12","2"
"ENSG00000284981","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000284985","0","1","0","0","0","0","0","0","0","0","0"
"ENSG00000284986","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284987","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000284988","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284989","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000284994","0","0","0","0","9","6","0","0","104","40","31"
"ENSG00000284999","0","0","31","1","0","0","0","2","1","0","0"
"ENSG00000285000","0","0","19","0","0","0","0","0","0","0","0"
"ENSG00000285006","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285010","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285012","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285016","0","0","0","25","1","0","0","0","0","0","0"
"ENSG00000285018","0","0","0","0","0","0","4","0","0","0","0"
"ENSG00000285020","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285025","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285030","0","0","0","0","0","0","0","0","9","0","0"
"ENSG00000285035","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000285040","2","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285041","0","0","1","0","0","0","0","0","0","2","0"
"ENSG00000285042","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285043","0","0","0","0","0","0","0","0","1","1","0"
"ENSG00000285045","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285051","0","0","469","8","0","0","0","0","13","0","2"
"ENSG00000285053","0","37","43","44","17","40","6","6","31","52","12"
"ENSG00000285057","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285062","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285064","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285068","0","0","0","0","0","0","1","0","0","0","0"
"ENSG00000285076","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285077","0","0","0","45","6","0","2","10","3","7","12"
"ENSG00000285079","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000285080","0","0","0","35","0","0","0","0","4","8","0"
"ENSG00000285081","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285082","0","0","54","1","0","0","0","0","0","1","0"
"ENSG00000285085","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285090","0","0","103","1","0","0","0","0","0","0","0"
"ENSG00000285091","0","1","278","1","0","0","0","0","13","2","1"
"ENSG00000285094","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285095","0","0","0","1","34","57","38","24","148","131","45"
"ENSG00000285100","0","0","0","4","0","0","0","0","0","3","0"
"ENSG00000285102","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285103","0","0","5","1","26","6","27","11","116","76","41"
"ENSG00000285106","270","7","885","533","61","26","21","6","416","393","244"
"ENSG00000285108","0","0","25","76","0","0","0","0","3","2","0"
"ENSG00000285115","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285116","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285117","0","10","0","0","3","2","0","0","7","5","3"
"ENSG00000285122","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285128","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285130","0","0","0","3","2","0","6","4","1","10","4"
"ENSG00000285133","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285135","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285142","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285144","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285151","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285155","0","0","0","9","0","0","0","0","0","0","0"
"ENSG00000285159","0","4","0","3","16","4","17","14","31","15","6"
"ENSG00000285160","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285162","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285163","9","0","0","28","45","93","87","51","13","37","2"
"ENSG00000285165","0","0","0","33","42","20","30","14","319","263","37"
"ENSG00000285169","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285171","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285177","36","27","0","0","0","0","0","0","0","2","0"
"ENSG00000285179","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285184","0","0","5","21","12","0","22","7","19","12","0"
"ENSG00000285188","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285190","0","0","0","1","5","10","6","0","3","0","0"
"ENSG00000285191","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285201","0","0","0","3","0","0","0","0","0","0","0"
"ENSG00000285204","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285205","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000285210","0","0","0","32","3","0","0","0","0","4","1"
"ENSG00000285212","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285215","1","0","0","5","3","0","2","4","7","16","0"
"ENSG00000285216","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000285218","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285219","0","0","647","499","40","35","11","10","40","48","9"
"ENSG00000285220","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285228","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285230","0","1","0","13","11","30","1","18","24","100","15"
"ENSG00000285231","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285237","0","0","0","0","0","0","0","0","2","0","0"
"ENSG00000285238","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285239","0","0","0","26","0","0","0","3","0","0","0"
"ENSG00000285244","0","0","0","74","0","0","0","0","5","3","0"
"ENSG00000285245","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285253","0","0","0","0","1","2","0","0","6","8","0"
"ENSG00000285254","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285257","0","0","0","0","8","3","12","1","0","0","0"
"ENSG00000285268","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285269","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285278","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285280","0","35","87","92","9","5","11","3","51","9","6"
"ENSG00000285283","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285287","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285292","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285294","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285300","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285303","0","0","0","17","13","4","9","1","40","41","93"
"ENSG00000285304","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285314","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285323","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285325","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285329","22","0","0","0","1","0","0","1","0","1","0"
"ENSG00000285330","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285331","1","0","105","2","4","5","3","12","36","15","3"
"ENSG00000285336","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000285338","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285347","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000285354","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000285361","0","0","0","0","0","0","0","0","0","6","0"
"ENSG00000285366","0","0","0","0","2","1","12","1","1","1","0"
"ENSG00000285367","0","0","0","35","0","0","0","0","0","2","0"
"ENSG00000285370","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285373","0","0","0","0","1","0","0","0","0","2","0"
"ENSG00000285374","0","0","0","76","0","0","0","0","0","4","0"
"ENSG00000285382","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285388","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285398","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285401","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285402","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285404","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285405","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285407","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285409","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285410","1221","1216","937","299","182","267","174","99","1830","3536","1238"
"ENSG00000285412","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285413","0","12","0","0","0","0","0","0","6","0","0"
"ENSG00000285416","0","39","1","72","6","6","0","0","0","7","1"
"ENSG00000285417","166","71","288","0","222","124","269","243","150","57","7"
"ENSG00000285420","0","0","0","0","108","109","115","58","17","68","14"
"ENSG00000285424","0","0","0","70","0","0","0","0","0","3","0"
"ENSG00000285427","0","0","0","0","0","2","8","23","28","22","6"
"ENSG00000285437","12","49","12","6","24","36","6","16","20","32","2"
"ENSG00000285444","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285445","0","0","0","3","0","0","0","0","0","0","0"
"ENSG00000285446","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285448","0","0","1","2","6","0","0","9","0","0","1"
"ENSG00000285454","0","197","0","10","11","4","5","6","7","15","1"
"ENSG00000285458","0","0","1","0","0","0","0","0","0","3","0"
"ENSG00000285462","0","0","0","10","0","0","0","0","0","0","0"
"ENSG00000285467","0","0","0","0","3","0","0","0","0","0","0"
"ENSG00000285470","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285471","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285472","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285473","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285476","0","0","0","10","0","0","0","0","0","0","0"
"ENSG00000285480","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000285483","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285486","0","0","0","8","0","0","0","0","0","0","0"
"ENSG00000285491","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285492","74","69","0","49","1","5","12","6","34","13","3"
"ENSG00000285498","0","0","0","0","0","0","0","8","0","0","0"
"ENSG00000285505","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285508","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285509","0","0","0","0","0","0","2","0","0","0","0"
"ENSG00000285513","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285517","0","0","1053","36","0","0","0","0","0","0","1"
"ENSG00000285518","0","0","0","0","17","6","27","6","34","5","2"
"ENSG00000285519","0","2","0","76","0","0","0","0","0","1","0"
"ENSG00000285520","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285521","0","0","436","0","1","1","3","0","0","0","1"
"ENSG00000285522","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285523","0","0","0","126","0","0","0","0","0","0","0"
"ENSG00000285524","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285525","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285526","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285527","0","0","0","107","0","0","0","0","0","0","0"
"ENSG00000285528","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285529","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285530","0","0","1","0","0","1","0","0","9","2","1"
"ENSG00000285531","85","1","2","22","13","24","11","24","6","24","6"
"ENSG00000285532","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000285533","470","387","4","181","59","46","99","92","51","117","26"
"ENSG00000285534","0","0","0","0","0","5","11","0","0","0","1"
"ENSG00000285535","0","0","0","0","8","7","11","8","0","13","0"
"ENSG00000285536","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285537","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285538","0","0","0","0","0","3","0","0","0","0","1"
"ENSG00000285539","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285540","0","0","0","3","0","0","0","0","0","0","0"
"ENSG00000285541","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000285542","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285543","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285544","0","0","0","0","0","0","0","0","2","1","15"
"ENSG00000285545","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285547","0","0","0","4","0","0","0","0","0","0","0"
"ENSG00000285548","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285549","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285550","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285551","0","0","0","33","0","0","0","0","0","1","0"
"ENSG00000285552","0","0","0","1","0","0","0","0","0","3","0"
"ENSG00000285553","0","0","1","0","0","0","0","0","0","0","0"
"ENSG00000285554","0","69","0","20","10","11","20","10","53","24","3"
"ENSG00000285555","0","0","43","0","0","0","0","0","0","0","0"
"ENSG00000285556","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000285557","0","0","0","21","0","0","0","0","0","1","0"
"ENSG00000285558","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285559","0","0","0","0","6","0","0","0","0","4","8"
"ENSG00000285560","1","0","0","1","12","4","6","10","1","14","1"
"ENSG00000285561","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285562","0","0","0","1","0","0","0","0","0","0","0"
"ENSG00000285563","0","0","0","35","0","0","0","0","0","0","0"
"ENSG00000285564","0","1","0","4","0","0","0","0","0","0","0"
"ENSG00000285565","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285566","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285567","0","0","0","1","0","0","1","0","0","1","1"
"ENSG00000285568","0","0","40","0","0","0","0","0","0","0","0"
"ENSG00000285569","1","0","0","83","7","0","1","0","0","0","1"
"ENSG00000285570","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285571","0","22","0","0","0","1","0","0","0","2","0"
"ENSG00000285572","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285573","0","0","0","8","0","0","0","0","0","0","0"
"ENSG00000285575","0","0","10","22","0","0","0","0","0","0","0"
"ENSG00000285576","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285577","0","0","0","12","0","0","0","0","0","0","0"
"ENSG00000285578","0","0","0","0","8","22","4","24","5","7","3"
"ENSG00000285579","0","0","0","30","0","0","0","0","0","3","0"
"ENSG00000285580","0","0","5","0","0","0","0","0","0","0","0"
"ENSG00000285581","0","0","0","13","14","0","4","0","0","16","0"
"ENSG00000285582","0","0","0","5","0","0","0","0","0","3","0"
"ENSG00000285583","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285584","0","0","82","0","0","0","0","0","0","0","1"
"ENSG00000285585","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285586","0","0","0","51","0","0","0","0","0","0","0"
"ENSG00000285587","0","0","0","2","0","0","0","0","0","0","0"
"ENSG00000285588","0","26","0","0","2","4","2","1","52","0","4"
"ENSG00000285589","30","0","3","69","8","15","9","4","10","17","9"
"ENSG00000285590","0","0","0","28","0","0","0","0","0","1","0"
"ENSG00000285591","0","0","35","0","0","0","0","0","0","1","0"
"ENSG00000285592","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285593","0","1","0","33","0","0","0","0","0","1","0"
"ENSG00000285594","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285595","0","0","0","81","0","0","0","0","0","0","0"
"ENSG00000285596","0","76","0","17","26","41","28","20","17","29","14"
"ENSG00000285597","0","0","0","16","0","0","0","0","0","0","0"
"ENSG00000285598","0","0","0","0","0","0","0","0","0","0","2"
"ENSG00000285599","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285600","0","0","1","0","1","4","0","0","0","5","2"
"ENSG00000285601","0","0","0","9","0","0","0","0","0","0","0"
"ENSG00000285602","6","2","0","0","5","3","5","6","2","8","0"
"ENSG00000285603","0","0","0","0","2","2","0","0","21","4","0"
"ENSG00000285604","0","0","0","1","0","0","5","0","0","0","0"
"ENSG00000285605","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285606","0","0","0","0","0","1","0","0","40","3","7"
"ENSG00000285607","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285608","0","0","0","0","1","6","2","0","6","7","3"
"ENSG00000285609","0","0","0","3","0","0","0","0","0","0","0"
"ENSG00000285610","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285611","0","0","1","0","1","5","2","0","0","2","2"
"ENSG00000285612","0","6","73","0","7","10","8","1","55","17","9"
"ENSG00000285613","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285614","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000285615","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000285616","0","0","0","4","0","0","0","2","1","0","0"
"ENSG00000285618","0","0","0","9","0","0","0","0","0","0","0"
"ENSG00000285619","0","0","0","0","8","0","33","0","3","24","0"
"ENSG00000285620","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285621","0","0","0","2","0","0","2","0","0","0","0"
"ENSG00000285622","0","1","0","0","0","0","0","0","0","0","0"
"ENSG00000285623","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285624","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285625","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285626","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285627","0","2","45","0","3","13","14","0","30","24","8"
"ENSG00000285628","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285629","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000285630","0","0","0","1","0","0","0","0","0","1","0"
"ENSG00000285631","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285632","71","0","0","1","29","8","27","31","19","23","1"
"ENSG00000285633","0","0","1","0","0","0","0","0","1","0","0"
"ENSG00000285634","0","0","0","70","0","0","0","0","1","4","0"
"ENSG00000285635","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285636","0","0","0","4","0","0","0","0","0","0","0"
"ENSG00000285637","0","0","246","89","0","0","0","0","0","0","0"
"ENSG00000285638","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285639","69","397","0","198","43","19","23","6","409","531","420"
"ENSG00000285640","0","0","6","0","0","0","0","0","0","0","0"
"ENSG00000285641","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285642","0","17","0","1","0","3","0","4","13","5","8"
"ENSG00000285643","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285644","0","0","0","7","0","0","0","0","0","1","0"
"ENSG00000285645","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000285646","25","27","607","0","2","8","8","28","115","32","11"
"ENSG00000285647","0","0","0","1","5","0","0","0","0","0","0"
"ENSG00000285648","0","0","0","0","0","0","0","0","0","0","0"
